Spot,Time,Growth_normalized
PRB8_21,2026,17832
PRB8_21,2072,18438
PRB8_21,2118,19334
PRB8_21,2164,19942
PRB8_21,2210,20437
PRB8_21,2256,20732
PRB8_21,2302,21056
PRB8_21,2348,21732
PRB8_21,2394,22192
PRB8_21,2440,22824
PRB8_21,2486,22916
PRB8_21,2532,23527
PRB8_21,2578,23844
PRB8_21,2624,24440
PRB8_21,2670,24674
PRB8_21,2716,24993
PRB8_21,2762,25339
PRB8_22,0,0
PRB8_22,46,0
PRB8_22,92,25
PRB8_22,138,16
PRB8_22,184,201
PRB8_22,230,329
PRB8_22,276,402
PRB8_22,322,599
PRB8_22,368,739
PRB8_22,414,887
PRB8_22,460,925
PRB8_22,506,1049
PRB8_22,552,1160
PRB8_22,598,1531
PRB8_22,644,1748
PRB8_22,690,2044
PRB8_22,736,2259
PRB8_22,782,2621
PRB8_22,828,2875
PRB8_22,874,3259
PRB8_22,920,3569
PRB8_22,967,3828
PRB8_22,1013,4237
PRB8_22,1059,4631
PRB8_22,1105,5006
PRB8_22,1151,5529
PRB8_22,1197,6076
PRB8_22,1243,6475
PRB8_22,1289,6819
PRB8_22,1335,7307
PRB8_22,1381,7768
PRB8_22,1427,8136
PRB8_22,1473,8546
PRB8_22,1519,9246
PRB8_22,1565,9606
PRB8_22,1611,10056
PRB8_22,1657,10493
PRB8_22,1703,11171
PRB8_22,1749,11505
PRB8_22,1795,11817
PRB8_22,1841,12209
PRB8_22,1888,12573
PRB8_22,1934,13149
PRB8_22,1980,13635
PRB8_22,2026,14108
PRB8_22,2072,14360
PRB8_22,2118,14991
PRB8_22,2164,15463
PRB8_22,2210,15962
PRB8_22,2256,16261
PRB8_22,2302,16807
PRB8_22,2348,17218
PRB8_22,2394,17853
PRB8_22,2440,18357
PRB8_22,2486,18723
PRB8_22,2532,19042
PRB8_22,2578,19427
PRB8_22,2624,19927
PRB8_22,2670,20436
PRB8_22,2716,20782
PRB8_22,2762,21072
PRB8_23,0,0
PRB8_23,46,0
PRB8_23,92,0
PRB8_23,138,0
PRB8_23,184,0
PRB8_23,230,64
PRB8_23,276,239
PRB8_23,322,370
PRB8_23,368,546
PRB8_23,414,673
PRB8_23,460,685
PRB8_23,506,821
PRB8_23,552,923
PRB8_23,598,1222
PRB8_23,644,1357
PRB8_23,690,1664
PRB8_23,736,1861
PRB8_23,782,2186
PRB8_23,828,2477
PRB8_23,874,2822
PRB8_23,920,3142
PRB8_23,967,3621
PRB8_23,1013,4078
PRB8_23,1059,4667
PRB8_23,1105,5297
PRB8_23,1151,5780
PRB8_23,1197,6314
PRB8_23,1243,6870
PRB8_23,1289,7429
PRB8_23,1335,7948
PRB8_23,1381,8535
PRB8_23,1427,9159
PRB8_23,1473,9722
PRB8_23,1519,10234
PRB8_23,1565,10945
PRB8_23,1611,11564
PRB8_23,1657,12396
PRB8_23,1703,12845
PRB8_23,1749,13561
PRB8_23,1795,13913
PRB8_23,1841,14528
PRB8_23,1888,14839
PRB8_23,1934,15283
PRB8_23,1980,15882
PRB8_23,2026,16527
PRB8_23,2072,16986
PRB8_23,2118,17355
PRB8_23,2164,17813
PRB8_23,2210,18339
PRB8_23,2256,19082
PRB8_23,2302,19604
PRB8_23,2348,20043
PRB8_23,2394,20631
PRB8_23,2440,21314
PRB8_23,2486,21830
PRB8_23,2532,22643
PRB8_23,2578,22874
PRB8_23,2624,23562
PRB8_23,2670,24091
PRB8_23,2716,24810
PRB8_23,2762,25281
PRB8_3,0,0
PRB8_3,46,53
PRB8_3,92,62
PRB8_3,138,88
PRB8_3,184,131
PRB8_3,230,175
PRB8_3,276,233
PRB8_3,322,291
PRB8_3,368,355
PRB8_3,414,368
PRB8_3,460,437
PRB8_3,506,484
PRB8_3,552,562
PRB8_3,598,626
PRB8_3,644,764
PRB8_3,690,835
PRB8_3,736,965
PRB8_3,782,1037
PRB8_3,828,1104
PRB8_3,874,1245
PRB8_3,920,1290
PRB8_3,967,1433
PRB8_3,1013,1475
PRB8_3,1059,1544
PRB8_3,1105,1639
PRB8_3,1151,1707
PRB8_3,1197,1778
PRB8_3,1243,1871
PRB8_3,1289,1960
PRB8_3,1335,1945
PRB8_3,1381,2028
PRB8_3,1427,2123
PRB8_3,1473,2177
PRB8_3,1519,2201
PRB8_3,1565,2284
PRB8_3,1611,2402
PRB8_3,1657,2491
PRB8_3,1703,2530
PRB8_3,1749,2563
PRB8_3,1795,2680
PRB8_3,1841,2712
PRB8_3,1888,2805
PRB8_3,1934,2792
PRB8_3,1980,2927
PRB8_3,2026,3033
PRB8_3,2072,3118
PRB8_3,2118,3139
PRB8_3,2164,3189
PRB8_3,2210,3255
PRB8_3,2256,3384
PRB8_3,2302,3418
PRB8_3,2348,3447
PRB8_3,2394,3467
PRB8_3,2440,3488
PRB8_3,2486,3565
PRB8_3,2532,3547
PRB8_3,2578,3536
PRB8_3,2624,3464
PRB8_3,2670,3444
PRB8_3,2716,3490
PRB8_3,2762,3524
PRB8_4,0,0
PRB8_4,46,0
PRB8_4,92,39
PRB8_4,138,0
PRB8_4,184,174
PRB8_4,230,274
PRB8_4,276,459
PRB8_4,322,568
PRB8_4,368,676
PRB8_4,414,770
PRB8_4,460,850
PRB8_4,506,986
PRB8_4,552,1229
PRB8_4,598,1545
PRB8_4,644,1804
PRB8_4,690,2071
PRB8_4,736,2357
PRB8_4,782,2775
PRB8_4,828,3101
PRB8_4,874,3372
PRB8_4,920,3643
PRB8_4,967,4076
PRB8_4,1013,4630
PRB8_4,1059,5354
PRB8_4,1105,5975
PRB8_4,1151,6604
PRB8_4,1197,7243
PRB8_4,1243,7930
PRB8_4,1289,8630
PRB8_4,1335,9324
PRB8_4,1381,9936
PRB8_4,1427,10625
PRB8_4,1473,11239
PRB8_4,1519,11800
PRB8_4,1565,12368
PRB8_4,1611,12892
PRB8_4,1657,13512
PRB8_4,1703,14021
PRB8_4,1749,14376
PRB8_4,1795,14823
PRB8_4,1841,15615
PRB8_4,1888,16185
PRB8_4,1934,16975
PRB8_4,1980,17528
PRB8_4,2026,18150
PRB8_4,2072,18639
PRB8_4,2118,19390
PRB8_4,2164,19969
PRB8_4,2210,20515
PRB8_4,2256,21084
PRB8_4,2302,21697
PRB8_4,2348,22235
PRB8_4,2394,22837
PRB8_4,2440,23421
PRB8_4,2486,23710
PRB8_4,2532,24472
PRB8_4,2578,24799
PRB8_4,2624,25380
PRB8_4,2670,25789
PRB8_4,2716,26270
PRB8_4,2762,26682
PRB8_5,0,0
PRB8_5,46,53
PRB8_5,92,53
PRB8_5,138,159
PRB8_5,184,290
PRB8_5,230,448
PRB8_5,276,765
PRB8_5,322,961
PRB8_5,368,1153
PRB8_5,414,1342
PRB8_5,460,1460
PRB8_5,506,1641
PRB8_5,552,1913
PRB8_5,598,2277
PRB8_5,644,2297
PRB8_5,690,2584
PRB8_5,736,2781
PRB8_5,782,3149
PRB8_5,828,3412
PRB8_5,874,3791
PRB8_5,920,4171
PRB8_5,967,4423
PRB8_5,1013,4910
PRB8_5,1059,5430
PRB8_5,1105,5937
PRB8_5,1151,6308
PRB8_5,1197,6848
PRB8_5,1243,7419
PRB8_5,1289,8057
PRB8_5,1335,8657
PRB8_5,1381,9340
PRB8_5,1427,10171
PRB8_5,1473,10740
PRB8_5,1519,11477
PRB8_5,1565,12196
PRB8_5,1611,12922
PRB8_5,1657,13508
PRB8_5,1703,14128
PRB8_5,1749,14776
PRB8_5,1795,15283
PRB8_5,1841,16000
PRB8_5,1888,16412
PRB8_5,1934,17064
PRB8_5,1980,17647
PRB8_5,2026,18480
PRB8_5,2072,18948
PRB8_5,2118,19626
PRB8_5,2164,20152
PRB8_5,2210,20931
PRB8_5,2256,21635
PRB8_5,2302,22435
PRB8_5,2348,22840
PRB8_5,2394,23488
PRB8_5,2440,24078
PRB8_5,2486,24749
PRB8_5,2532,25393
PRB8_5,2578,25703
PRB8_5,2624,26291
PRB8_5,2670,26861
PRB8_5,2716,27540
PRB8_5,2762,27925
PRB8_6,0,0
PRB8_6,46,20
PRB8_6,92,49
PRB8_6,138,104
PRB8_6,184,256
PRB8_6,230,387
PRB8_6,276,624
PRB8_6,322,751
PRB8_6,368,1048
PRB8_6,414,1187
PRB8_6,460,1254
PRB8_6,506,1370
PRB8_6,552,1603
PRB8_6,598,1853
PRB8_6,644,2203
PRB8_6,690,2693
PRB8_6,736,3004
PRB8_6,782,3429
PRB8_6,828,3742
PRB8_6,874,4277
PRB8_6,920,4564
PRB8_6,967,5065
PRB8_6,1013,5550
PRB8_6,1059,6095
PRB8_6,1105,6763
PRB8_6,1151,7145
PRB8_6,1197,7786
PRB8_6,1243,8312
PRB8_6,1289,8851
PRB8_6,1335,9196
PRB8_6,1381,9794
PRB8_6,1427,10299
PRB8_6,1473,10776
PRB8_6,1519,11307
PRB8_6,1565,11840
PRB8_6,1611,12583
PRB8_6,1657,13048
PRB8_6,1703,13591
PRB8_6,1749,13926
PRB8_6,1795,14529
PRB8_6,1841,14968
PRB8_6,1888,15529
PRB8_6,1934,15885
PRB8_6,1980,16550
PRB8_6,2026,17199
PRB8_6,2072,17757
PRB8_6,2118,18151
PRB8_6,2164,18564
PRB8_6,2210,19148
PRB8_6,2256,19860
PRB8_6,2302,20414
PRB8_6,2348,20819
PRB8_6,2394,21316
PRB8_6,2440,21765
PRB8_6,2486,22432
PRB8_6,2532,22818
PRB8_6,2578,23312
PRB8_6,2624,23661
PRB8_6,2670,24293
PRB8_6,2716,24703
PRB8_6,2762,25316
PRB8_7,0,0
PRB8_7,46,50
PRB8_7,92,62
PRB8_7,138,64
PRB8_7,184,262
PRB8_7,230,412
PRB8_7,276,676
PRB8_7,322,868
PRB8_7,368,1130
PRB8_7,414,1354
PRB8_7,460,1592
PRB8_7,506,1771
PRB8_7,552,1960
PRB8_7,598,2439
PRB8_7,644,2758
PRB8_7,690,3242
PRB8_7,736,3677
PRB8_7,782,4174
PRB8_7,828,4627
PRB8_7,874,5077
PRB8_7,920,5486
PRB8_7,967,5935
PRB8_7,1013,6497
PRB8_7,1059,6973
PRB8_7,1105,7357
PRB8_7,1151,7955
PRB8_7,1197,8431
PRB8_7,1243,8890
PRB8_7,1289,9359
PRB8_7,1335,10116
PRB8_7,1381,10582
PRB8_7,1427,11071
PRB8_7,1473,11683
PRB8_7,1519,12292
PRB8_7,1565,12947
PRB8_7,1611,13577
PRB8_7,1657,14336
PRB8_7,1703,14970
PRB8_7,1749,15676
PRB8_7,1795,16012
PRB8_7,1841,16605
PRB8_7,1888,17239
PRB8_7,1934,18052
PRB8_7,1980,18762
PRB8_7,2026,19298
PRB8_7,2072,19857
PRB8_7,2118,20572
PRB8_7,2164,21149
PRB8_7,2210,21817
PRB8_7,2256,22351
PRB8_7,2302,22968
PRB8_7,2348,23718
PRB8_7,2394,24299
PRB8_7,2440,24951
PRB8_7,2486,25256
PRB8_7,2532,26086
PRB8_7,2578,26572
PRB8_7,2624,27452
PRB8_7,2670,27934
PRB8_7,2716,28617
PRB8_7,2762,29200
PRB8_8,0,0
PRB8_8,46,0
PRB8_8,92,77
PRB8_8,138,125
PRB8_8,184,354
PRB8_8,230,347
PRB8_8,276,542
PRB8_8,322,669
PRB8_8,368,874
PRB8_8,414,1117
PRB8_8,460,1310
PRB8_8,506,1367
PRB8_8,552,1682
PRB8_8,598,2025
PRB8_8,644,2348
PRB8_8,690,2597
PRB8_8,736,2857
PRB8_8,782,3228
PRB8_8,828,3488
PRB8_8,874,4007
PRB8_8,920,4211
PRB8_8,967,4669
PRB8_8,1013,5144
PRB8_8,1059,5527
PRB8_8,1105,6004
PRB8_8,1151,6662
PRB8_8,1197,7259
PRB8_8,1243,7856
PRB8_8,1289,8286
PRB8_8,1335,8883
PRB8_8,1381,9275
PRB8_8,1427,9909
PRB8_8,1473,10547
PRB8_8,1519,11235
PRB8_8,1565,11900
PRB8_8,1611,12448
PRB8_8,1657,13114
PRB8_8,1703,13562
PRB8_8,1749,13947
PRB8_8,1795,14246
PRB8_8,1841,14991
PRB8_8,1888,15473
PRB8_8,1934,16155
PRB8_8,1980,16547
PRB8_8,2026,17259
PRB8_8,2072,17665
PRB8_8,2118,18252
PRB8_8,2164,18731
PRB8_8,2210,19262
PRB8_8,2256,19750
PRB8_8,2302,20419
PRB8_8,2348,20900
PRB8_8,2394,21395
PRB8_8,2440,21701
PRB8_8,2486,21946
PRB8_8,2532,22521
PRB8_8,2578,22882
PRB8_8,2624,23432
PRB8_8,2670,23713
PRB8_8,2716,24176
PRB8_8,2762,24560
PRB8_9,0,0
PRB8_9,46,0
PRB8_9,92,0
PRB8_9,138,0
PRB8_9,184,0
PRB8_9,230,0
PRB8_9,276,4
PRB8_9,322,10
PRB8_9,368,2
PRB8_9,414,6
PRB8_9,460,4
PRB8_9,506,0
PRB8_9,552,1
PRB8_9,598,6
PRB8_9,644,7
PRB8_9,690,14
PRB8_9,736,1
PRB8_9,782,13
PRB8_9,828,7
PRB8_9,874,21
PRB8_9,920,11
PRB8_9,967,18
PRB8_9,1013,26
PRB8_9,1059,30
PRB8_9,1105,23
PRB8_9,1151,20
PRB8_9,1197,29
PRB8_9,1243,37
PRB8_9,1289,30
PRB8_9,1335,44
PRB8_9,1381,39
PRB8_9,1427,47
PRB8_9,1473,42
PRB8_9,1519,58
PRB8_9,1565,54
PRB8_9,1611,49
PRB8_9,1657,61
PRB8_9,1703,78
PRB8_9,1749,65
PRB8_9,1795,65
PRB8_9,1841,67
PRB8_9,1888,74
PRB8_9,1934,85
PRB8_9,1980,98
PRB8_9,2026,147
PRB8_9,2072,134
PRB8_9,2118,140
PRB8_9,2164,184
PRB8_9,2210,281
PRB8_9,2256,297
PRB8_9,2302,333
PRB8_9,2348,321
PRB8_9,2394,430
PRB8_9,2440,503
PRB8_9,2486,589
PRB8_9,2532,556
PRB8_9,2578,582
PRB8_9,2624,647
PRB8_9,2670,778
PRB8_9,2716,833
PRB8_9,2762,869
TetR16_0,0,0
TetR16_0,46,0
TetR16_0,92,0
TetR16_0,138,0
TetR16_0,184,0
TetR16_0,230,0
TetR16_0,276,0
TetR16_0,322,0
TetR16_0,368,0
TetR16_0,414,0
TetR16_0,460,0
TetR16_0,506,0
TetR16_0,552,0
TetR16_0,598,0
TetR16_0,644,0
TetR16_0,690,0
TetR16_0,736,0
TetR16_0,782,0
TetR16_0,828,0
TetR16_0,874,0
TetR16_0,920,0
TetR16_0,967,0
TetR16_0,1013,0
TetR16_0,1059,0
TetR16_0,1105,0
TetR16_0,1151,0
TetR16_0,1197,0
TetR16_0,1243,0
TetR16_0,1289,0
TetR16_0,1335,0
TetR16_0,1381,0
TetR16_0,1427,0
TetR16_0,1473,0
TetR16_0,1519,0
TetR16_0,1565,0
TetR16_0,1611,0
TetR16_0,1657,0
TetR16_0,1703,0
TetR16_0,1749,0
TetR16_0,1795,0
TetR16_0,1841,2
TetR16_0,1888,0
TetR16_0,1934,0
TetR16_0,1980,0
TetR16_0,2026,7
TetR16_0,2072,11
TetR16_0,2118,14
TetR16_0,2164,11
TetR16_0,2210,1
TetR16_0,2256,8
TetR16_0,2302,11
TetR16_0,2348,6
TetR16_0,2394,8
TetR16_0,2440,0
TetR16_0,2486,0
TetR16_0,2532,31
TetR16_0,2578,0
TetR16_0,2624,0
TetR16_0,2670,0
TetR16_0,2716,13
TetR16_0,2762,4
TetR16_1,0,0
TetR16_1,46,0
TetR16_1,92,0
TetR16_1,138,0
TetR16_1,184,0
TetR16_1,230,0
TetR16_1,276,0
TetR16_1,322,0
TetR16_1,368,0
TetR16_1,414,0
TetR16_1,460,0
TetR16_1,506,0
TetR16_1,552,0
TetR16_1,598,0
TetR16_1,644,0
TetR16_1,690,0
TetR16_1,736,0
TetR16_1,782,0
TetR16_1,828,0
TetR16_1,874,0
TetR16_1,920,0
TetR16_1,967,0
TetR16_1,1013,0
TetR16_1,1059,0
TetR16_1,1105,0
TetR16_1,1151,7
TetR16_1,1197,0
TetR16_1,1243,5
TetR16_1,1289,20
TetR16_1,1335,8
TetR16_1,1381,0
TetR16_1,1427,2
TetR16_1,1473,15
TetR16_1,1519,9
TetR16_1,1565,6
TetR16_1,1611,3
TetR16_1,1657,9
TetR16_1,1703,23
TetR16_1,1749,48
TetR16_1,1795,36
TetR16_1,1841,40
TetR16_1,1888,37
TetR16_1,1934,39
TetR16_1,1980,57
TetR16_1,2026,52
TetR16_1,2072,58
TetR16_1,2118,70
TetR16_1,2164,63
TetR16_1,2210,39
TetR16_1,2256,68
TetR16_1,2302,70
TetR16_1,2348,75
TetR16_1,2394,70
TetR16_1,2440,76
TetR16_1,2486,71
TetR16_1,2532,75
TetR16_1,2578,63
TetR16_1,2624,86
TetR16_1,2670,72
TetR16_1,2716,82
TetR16_1,2762,82
TetR16_10,0,0
TetR16_10,46,0
TetR16_10,92,2
TetR16_10,138,0
TetR16_10,184,6
TetR16_10,230,0
TetR16_10,276,74
TetR16_10,322,66
TetR16_10,368,123
TetR16_10,414,146
TetR16_10,460,156
TetR16_10,506,154
TetR16_10,552,146
TetR16_10,598,343
TetR16_10,644,344
TetR16_10,690,536
TetR16_10,736,561
TetR16_10,782,682
TetR16_10,828,822
TetR16_10,874,1090
TetR16_10,920,1175
TetR16_10,967,1367
TetR16_10,1013,1577
TetR16_10,1059,1723
TetR16_10,1105,1848
TetR16_10,1151,1934
TetR16_10,1197,2042
TetR16_10,1243,2096
TetR16_10,1289,2068
TetR16_10,1335,2142
TetR16_10,1381,2240
TetR16_10,1427,2544
TetR16_10,1473,2844
TetR16_10,1519,3087
TetR16_10,1565,3265
TetR16_10,1611,3430
TetR16_10,1657,3610
TetR16_10,1703,3675
TetR16_10,1749,3962
TetR16_10,1795,4093
TetR16_10,1841,4425
TetR16_10,1888,4657
TetR16_10,1934,4927
TetR16_10,1980,5267
TetR16_10,2026,5539
TetR16_10,2072,5901
TetR16_10,2118,6250
TetR16_10,2164,6603
TetR16_10,2210,6920
TetR16_10,2256,7320
TetR16_10,2302,7585
TetR16_10,2348,7921
TetR16_10,2394,8215
TetR16_10,2440,8534
TetR16_10,2486,8741
TetR16_10,2532,9087
TetR16_10,2578,9230
TetR16_10,2624,9586
TetR16_10,2670,9866
TetR16_10,2716,10224
TetR16_10,2762,10496
TetR16_11,0,0
TetR16_11,46,28
TetR16_11,92,0
TetR16_11,138,23
TetR16_11,184,33
TetR16_11,230,51
TetR16_11,276,35
TetR16_11,322,158
TetR16_11,368,96
TetR16_11,414,144
TetR16_11,460,189
TetR16_11,506,208
TetR16_11,552,249
TetR16_11,598,459
TetR16_11,644,498
TetR16_11,690,649
TetR16_11,736,682
TetR16_11,782,912
TetR16_11,828,940
TetR16_11,874,1137
TetR16_11,920,1225
TetR16_11,967,1319
TetR16_11,1013,1492
TetR16_11,1059,1534
TetR16_11,1105,1826
TetR16_11,1151,2022
TetR16_11,1197,2127
TetR16_11,1243,2271
TetR16_11,1289,2389
TetR16_11,1335,2543
TetR16_11,1381,2726
TetR16_11,1427,3096
TetR16_11,1473,3380
TetR16_11,1519,3703
TetR16_11,1565,3922
TetR16_11,1611,4289
TetR16_11,1657,4532
TetR16_11,1703,4915
TetR16_11,1749,5046
TetR16_11,1795,5365
TetR16_11,1841,5568
TetR16_11,1888,5857
TetR16_11,1934,5999
TetR16_11,1980,6234
TetR16_11,2026,6497
TetR16_11,2072,6701
TetR16_11,2118,6850
TetR16_11,2164,6991
TetR16_11,2210,7294
TetR16_11,2256,7542
TetR16_11,2302,7929
TetR16_11,2348,8213
TetR16_11,2394,8432
TetR16_11,2440,8661
TetR16_11,2486,8964
TetR16_11,2532,9215
TetR16_11,2578,9406
TetR16_11,2624,9624
TetR16_11,2670,9920
TetR16_11,2716,10019
TetR16_11,2762,10396
TetR16_12,0,0
TetR16_12,46,21
TetR16_12,92,0
TetR16_12,138,0
TetR16_12,184,0
TetR16_12,230,24
TetR16_12,276,127
TetR16_12,322,149
TetR16_12,368,186
TetR16_12,414,187
TetR16_12,460,148
TetR16_12,506,175
TetR16_12,552,266
TetR16_12,598,368
TetR16_12,644,448
TetR16_12,690,610
TetR16_12,736,696
TetR16_12,782,949
TetR16_12,828,1086
TetR16_12,874,1379
TetR16_12,920,1554
TetR16_12,967,1895
TetR16_12,1013,2156
TetR16_12,1059,2368
TetR16_12,1105,2637
TetR16_12,1151,2884
TetR16_12,1197,3158
TetR16_12,1243,3296
TetR16_12,1289,3498
TetR16_12,1335,3578
TetR16_12,1381,3965
TetR16_12,1427,4361
TetR16_12,1473,4744
TetR16_12,1519,5209
TetR16_12,1565,5655
TetR16_12,1611,6044
TetR16_12,1657,6554
TetR16_12,1703,6766
TetR16_12,1749,7211
TetR16_12,1795,7464
TetR16_12,1841,7815
TetR16_12,1888,8097
TetR16_12,1934,8447
TetR16_12,1980,8900
TetR16_12,2026,9319
TetR16_12,2072,9705
TetR16_12,2118,10065
TetR16_12,2164,10414
TetR16_12,2210,10767
TetR16_12,2256,11286
TetR16_12,2302,11637
TetR16_12,2348,11992
TetR16_12,2394,12348
TetR16_12,2440,12795
TetR16_12,2486,13035
TetR16_12,2532,13543
TetR16_12,2578,13612
TetR16_12,2624,14096
TetR16_12,2670,14308
TetR16_12,2716,14741
TetR16_12,2762,15047
TetR16_13,0,0
TetR16_13,46,0
TetR16_13,92,0
TetR16_13,138,0
TetR16_13,184,0
TetR16_13,230,0
TetR16_13,276,57
TetR16_13,322,37
TetR16_13,368,59
TetR16_13,414,66
TetR16_13,460,57
TetR16_13,506,55
TetR16_13,552,54
TetR16_13,598,77
TetR16_13,644,102
TetR16_13,690,172
TetR16_13,736,219
TetR16_13,782,240
TetR16_13,828,259
TetR16_13,874,351
TetR16_13,920,394
TetR16_13,967,455
TetR16_13,1013,521
TetR16_13,1059,606
TetR16_13,1105,695
TetR16_13,1151,773
TetR16_13,1197,839
TetR16_13,1243,959
TetR16_13,1289,1031
TetR16_13,1335,1181
TetR16_13,1381,1279
TetR16_13,1427,1434
TetR16_13,1473,1546
TetR16_13,1519,1745
TetR16_13,1565,1934
TetR16_13,1611,2105
TetR16_13,1657,2234
TetR16_13,1703,2383
TetR16_13,1749,2598
TetR16_13,1795,2696
TetR16_13,1841,2840
TetR16_13,1888,2994
TetR16_13,1934,3149
TetR16_13,1980,3314
TetR16_13,2026,3470
TetR16_13,2072,3572
TetR16_13,2118,3739
TetR16_13,2164,3931
TetR16_13,2210,4085
TetR16_13,2256,4198
TetR16_13,2302,4357
TetR16_13,2348,4447
TetR16_13,2394,4619
TetR16_13,2440,4755
TetR16_13,2486,4857
TetR16_13,2532,4992
TetR16_13,2578,5033
TetR16_13,2624,5213
TetR16_13,2670,5365
TetR16_13,2716,5543
TetR16_13,2762,5622
TetR16_14,0,0
TetR16_14,46,0
TetR16_14,92,0
TetR16_14,138,0
TetR16_14,184,0
TetR16_14,230,0
TetR16_14,276,0
TetR16_14,322,22
TetR16_14,368,74
TetR16_14,414,41
TetR16_14,460,83
TetR16_14,506,56
TetR16_14,552,61
TetR16_14,598,97
TetR16_14,644,79
TetR16_14,690,110
TetR16_14,736,135
TetR16_14,782,190
TetR16_14,828,175
TetR16_14,874,230
TetR16_14,920,268
TetR16_14,967,317
TetR16_14,1013,338
TetR16_14,1059,414
TetR16_14,1105,459
TetR16_14,1151,517
TetR16_14,1197,571
TetR16_14,1243,638
TetR16_14,1289,710
TetR16_14,1335,795
TetR16_14,1381,859
TetR16_14,1427,945
TetR16_14,1473,1050
TetR16_14,1519,1119
TetR16_14,1565,1231
TetR16_14,1611,1329
TetR16_14,1657,1502
TetR16_14,1703,1634
TetR16_14,1749,1818
TetR16_14,1795,1920
TetR16_14,1841,2036
TetR16_14,1888,2185
TetR16_14,1934,2301
TetR16_14,1980,2497
TetR16_14,2026,2609
TetR16_14,2072,2749
TetR16_14,2118,2840
TetR16_14,2164,3011
TetR16_14,2210,3099
TetR16_14,2256,3179
TetR16_14,2302,3281
TetR16_14,2348,3433
TetR16_14,2394,3550
TetR16_14,2440,3626
TetR16_14,2486,3705
TetR16_14,2532,3776
TetR16_14,2578,3802
TetR16_14,2624,3943
TetR16_14,2670,4042
TetR16_14,2716,4117
TetR16_14,2762,4196
TetR16_15,0,0
TetR16_15,46,0
TetR16_15,92,0
TetR16_15,138,0
TetR16_15,184,0
TetR16_15,230,0
TetR16_15,276,0
TetR16_15,322,10
TetR16_15,368,28
TetR16_15,414,75
TetR16_15,460,72
TetR16_15,506,221
TetR16_15,552,285
TetR16_15,598,469
TetR16_15,644,516
TetR16_15,690,661
TetR16_15,736,765
TetR16_15,782,897
TetR16_15,828,1133
TetR16_15,874,1324
TetR16_15,920,1506
TetR16_15,967,1715
TetR16_15,1013,1939
TetR16_15,1059,2181
TetR16_15,1105,2345
TetR16_15,1151,2622
TetR16_15,1197,2754
TetR16_15,1243,2931
TetR16_15,1289,3121
TetR16_15,1335,3404
TetR16_15,1381,3650
TetR16_15,1427,3897
TetR16_15,1473,4277
TetR16_15,1519,4611
TetR16_15,1565,4876
TetR16_15,1611,5039
TetR16_15,1657,5425
TetR16_15,1703,5793
TetR16_15,1749,6168
TetR16_15,1795,6360
TetR16_15,1841,6663
TetR16_15,1888,6876
TetR16_15,1934,7158
TetR16_15,1980,7304
TetR16_15,2026,7437
TetR16_15,2072,7660
TetR16_15,2118,7819
TetR16_15,2164,8048
TetR16_15,2210,8205
TetR16_15,2256,8453
TetR16_15,2302,8667
TetR16_15,2348,8888
TetR16_15,2394,9060
TetR16_15,2440,9291
TetR16_15,2486,9423
TetR16_15,2532,9697
TetR16_15,2578,9916
TetR16_15,2624,10330
TetR16_15,2670,10496
TetR16_15,2716,10700
TetR16_15,2762,10812
TetR16_16,0,0
TetR16_16,46,0
TetR16_16,92,2
TetR16_16,138,0
TetR16_16,184,0
TetR16_16,230,0
TetR16_16,276,19
TetR16_16,322,19
TetR16_16,368,33
TetR16_16,414,85
TetR16_16,460,44
TetR16_16,506,64
TetR16_16,552,114
TetR16_16,598,271
TetR16_16,644,295
TetR16_16,690,460
TetR16_16,736,528
TetR16_16,782,598
TetR16_16,828,644
TetR16_16,874,727
TetR16_16,920,903
TetR16_16,967,1022
TetR16_16,1013,1142
TetR16_16,1059,1247
TetR16_16,1105,1469
TetR16_16,1151,1566
TetR16_16,1197,1747
TetR16_16,1243,1877
TetR16_16,1289,2071
TetR16_16,1335,2151
TetR16_16,1381,2355
TetR16_16,1427,2558
TetR16_16,1473,2850
TetR16_16,1519,3241
TetR16_16,1565,3421
TetR16_16,1611,3740
TetR16_16,1657,3941
TetR16_16,1703,4075
TetR16_16,1749,4280
TetR16_16,1795,4471
TetR16_16,1841,4613
TetR16_16,1888,4845
TetR16_16,1934,5001
TetR16_16,1980,5450
TetR16_16,2026,5746
TetR16_16,2072,6205
TetR16_16,2118,6438
TetR16_16,2164,6762
TetR16_16,2210,7004
TetR16_16,2256,7320
TetR16_16,2302,7588
TetR16_16,2348,7808
TetR16_16,2394,8043
TetR16_16,2440,8180
TetR16_16,2486,8422
TetR16_16,2532,8615
TetR16_16,2578,8781
TetR16_16,2624,8951
TetR16_16,2670,9135
TetR16_16,2716,9275
TetR16_16,2762,9587
TetR16_17,0,0
TetR16_17,46,0
TetR16_17,92,0
TetR16_17,138,0
TetR16_17,184,0
TetR16_17,230,0
TetR16_17,276,11
TetR16_17,322,139
TetR16_17,368,91
TetR16_17,414,136
TetR16_17,460,174
TetR16_17,506,139
TetR16_17,552,189
TetR16_17,598,337
TetR16_17,644,379
TetR16_17,690,539
TetR16_17,736,598
TetR16_17,782,813
TetR16_17,828,925
TetR16_17,874,1126
TetR16_17,920,1297
TetR16_17,967,1544
TetR16_17,1013,1860
TetR16_17,1059,2073
TetR16_17,1105,2320
TetR16_17,1151,2543
TetR16_17,1197,2768
