,Cell_type,Time,Spot,Spot_loc,Growth,Growth_normalized
TETRArcAKO16_22_1611,TETRArcAKO16,1611.0,TETRArcAKO16_22,448_500_5,4333.0,404.0
TETRArcAKO16_23_1611,TETRArcAKO16,1611.0,TETRArcAKO16_23,495_916_7,7334.0,761.0
TETRArcAKO16_24_1611,TETRArcAKO16,1611.0,TETRArcAKO16_24,497_256_6,5437.0,578.0
TETRArcAKO16_25_1611,TETRArcAKO16,1611.0,TETRArcAKO16_25,511_557_7,8647.0,718.0
TETRArcAKO16_26_1611,TETRArcAKO16,1611.0,TETRArcAKO16_26,516_994_7,8675.0,744.0
TETRArcAKO16_27_1611,TETRArcAKO16,1611.0,TETRArcAKO16_27,534_683_8,12117.0,808.0
TETRArcAKO16_28_1611,TETRArcAKO16,1611.0,TETRArcAKO16_28,582_417_7,6477.0,679.0
TETRArcAKO16_29_1611,TETRArcAKO16,1611.0,TETRArcAKO16_29,671_659_7,7872.0,819.0
TETRArcAKO16_30_1611,TETRArcAKO16,1611.0,TETRArcAKO16_30,747_418_7,6396.0,659.0
TETRArcAKO16_31_1611,TETRArcAKO16,1611.0,TETRArcAKO16_31,801_159_5,4513.0,363.0
TETRArcAKO16_32_1611,TETRArcAKO16,1611.0,TETRArcAKO16_32,880_863_8,10721.0,1022.0
TETRArcAKO16_33_1611,TETRArcAKO16,1611.0,TETRArcAKO16_33,884_259_6,6076.0,581.0
TETRArcAKO16_34_1611,TETRArcAKO16,1611.0,TETRArcAKO16_34,972_570_6,6074.0,647.0
TETRArcAKO16_35_1611,TETRArcAKO16,1611.0,TETRArcAKO16_35,1036_861_6,6585.0,659.0
TETRArcAKO16_0_1565,TETRArcAKO16,1565.0,TETRArcAKO16_0,37_462_6,5400.0,557.0
TETRArcAKO16_1_1565,TETRArcAKO16,1565.0,TETRArcAKO16_1,69_1089_14,27128.0,322.0
TETRArcAKO16_2_1565,TETRArcAKO16,1565.0,TETRArcAKO16_2,114_680_8,8450.0,573.0
TETRArcAKO16_3_1565,TETRArcAKO16,1565.0,TETRArcAKO16_3,117_371_6,5983.0,599.0
TETRArcAKO16_4_1565,TETRArcAKO16,1565.0,TETRArcAKO16_4,153_682_7,8847.0,509.0
TETRArcAKO16_5_1565,TETRArcAKO16,1565.0,TETRArcAKO16_5,175_742_8,10905.0,766.0
TETRArcAKO16_6_1565,TETRArcAKO16,1565.0,TETRArcAKO16_6,178_982_6,6641.0,697.0
TETRArcAKO16_7_1565,TETRArcAKO16,1565.0,TETRArcAKO16_7,185_704_8,12269.0,552.0
TETRArcAKO16_8_1565,TETRArcAKO16,1565.0,TETRArcAKO16_8,184_467_7,7246.0,448.0
TETRArcAKO16_9_1565,TETRArcAKO16,1565.0,TETRArcAKO16_9,205_1037_5,4480.0,540.0
TETRArcAKO16_10_1565,TETRArcAKO16,1565.0,TETRArcAKO16_10,212_309_7,8127.0,543.0
TETRArcAKO16_11_1565,TETRArcAKO16,1565.0,TETRArcAKO16_11,225_699_7,8468.0,770.0
TETRArcAKO16_12_1565,TETRArcAKO16,1565.0,TETRArcAKO16_12,260_622_7,8625.0,670.0
TETRArcAKO16_13_1565,TETRArcAKO16,1565.0,TETRArcAKO16_13,288_627_7,8626.0,793.0
TETRArcAKO16_14_1565,TETRArcAKO16,1565.0,TETRArcAKO16_14,288_317_5,4332.0,403.0
TETRArcAKO16_15_1565,TETRArcAKO16,1565.0,TETRArcAKO16_15,295_365_6,5868.0,625.0
TETRArcAKO16_16_1565,TETRArcAKO16,1565.0,TETRArcAKO16_16,343_961_5,4429.0,478.0
TETRArcAKO16_17_1565,TETRArcAKO16,1565.0,TETRArcAKO16_17,349_248_6,7214.0,27.0
TETRArcAKO16_18_1565,TETRArcAKO16,1565.0,TETRArcAKO16_18,358_514_6,5973.0,689.0
TETRArcAKO16_19_1565,TETRArcAKO16,1565.0,TETRArcAKO16_19,375_968_6,6028.0,555.0
TETRArcAKO16_20_1565,TETRArcAKO16,1565.0,TETRArcAKO16_20,376_151_7,7270.0,576.0
TETRArcAKO16_21_1565,TETRArcAKO16,1565.0,TETRArcAKO16_21,447_540_6,5972.0,546.0
TETRArcAKO16_22_1565,TETRArcAKO16,1565.0,TETRArcAKO16_22,448_500_5,4297.0,368.0
TETRArcAKO16_23_1565,TETRArcAKO16,1565.0,TETRArcAKO16_23,495_916_7,7284.0,711.0
TETRArcAKO16_24_1565,TETRArcAKO16,1565.0,TETRArcAKO16_24,497_256_6,5401.0,542.0
TETRArcAKO16_25_1565,TETRArcAKO16,1565.0,TETRArcAKO16_25,511_557_7,8609.0,680.0
TETRArcAKO16_26_1565,TETRArcAKO16,1565.0,TETRArcAKO16_26,516_994_7,8644.0,713.0
TETRArcAKO16_27_1565,TETRArcAKO16,1565.0,TETRArcAKO16_27,534_683_8,12061.0,752.0
TETRArcAKO16_28_1565,TETRArcAKO16,1565.0,TETRArcAKO16_28,582_417_7,6430.0,632.0
TETRArcAKO16_29_1565,TETRArcAKO16,1565.0,TETRArcAKO16_29,671_659_7,7806.0,753.0
TETRArcAKO16_30_1565,TETRArcAKO16,1565.0,TETRArcAKO16_30,747_418_7,6368.0,631.0
TETRArcAKO16_31_1565,TETRArcAKO16,1565.0,TETRArcAKO16_31,801_159_5,4489.0,339.0
TETRArcAKO16_32_1565,TETRArcAKO16,1565.0,TETRArcAKO16_32,880_863_8,10682.0,983.0
TETRArcAKO16_33_1565,TETRArcAKO16,1565.0,TETRArcAKO16_33,884_259_6,6046.0,551.0
TETRArcAKO16_34_1565,TETRArcAKO16,1565.0,TETRArcAKO16_34,972_570_6,6040.0,613.0
TETRArcAKO16_35_1565,TETRArcAKO16,1565.0,TETRArcAKO16_35,1036_861_6,6551.0,625.0
TETRArcAKO16_0_828,TETRArcAKO16,828.0,TETRArcAKO16_0,37_462_6,4994.0,151.0
TETRArcAKO16_1_828,TETRArcAKO16,828.0,TETRArcAKO16_1,69_1089_14,26943.0,137.0
TETRArcAKO16_2_828,TETRArcAKO16,828.0,TETRArcAKO16_2,114_680_8,8022.0,145.0
TETRArcAKO16_3_828,TETRArcAKO16,828.0,TETRArcAKO16_3,117_371_6,5525.0,141.0
TETRArcAKO16_4_828,TETRArcAKO16,828.0,TETRArcAKO16_4,153_682_7,8489.0,151.0
TETRArcAKO16_5_828,TETRArcAKO16,828.0,TETRArcAKO16_5,175_742_8,10352.0,213.0
TETRArcAKO16_6_828,TETRArcAKO16,828.0,TETRArcAKO16_6,178_982_6,6130.0,186.0
TETRArcAKO16_7_828,TETRArcAKO16,828.0,TETRArcAKO16_7,185_704_8,11889.0,172.0
TETRArcAKO16_8_828,TETRArcAKO16,828.0,TETRArcAKO16_8,184_467_7,6934.0,136.0
TETRArcAKO16_9_828,TETRArcAKO16,828.0,TETRArcAKO16_9,205_1037_5,4062.0,122.0
TETRArcAKO16_10_828,TETRArcAKO16,828.0,TETRArcAKO16_10,212_309_7,7737.0,153.0
TETRArcAKO16_11_828,TETRArcAKO16,828.0,TETRArcAKO16_11,225_699_7,7905.0,207.0
TETRArcAKO16_12_828,TETRArcAKO16,828.0,TETRArcAKO16_12,260_622_7,8103.0,148.0
TETRArcAKO16_13_828,TETRArcAKO16,828.0,TETRArcAKO16_13,288_627_7,8059.0,226.0
TETRArcAKO16_14_828,TETRArcAKO16,828.0,TETRArcAKO16_14,288_317_5,4052.0,123.0
TETRArcAKO16_15_828,TETRArcAKO16,828.0,TETRArcAKO16_15,295_365_6,5397.0,154.0
TETRArcAKO16_16_828,TETRArcAKO16,828.0,TETRArcAKO16_16,343_961_5,4086.0,135.0
TETRArcAKO16_17_828,TETRArcAKO16,828.0,TETRArcAKO16_17,349_248_6,7200.0,13.0
