,Cell_type,Time,Spot,Spot_loc,Growth,Growth_normalized
TetR16_4_2394,TetR16,2394.0,TetR16_4,251_1050_10,21943.0,3817.0
TetR16_5_2394,TetR16,2394.0,TetR16_5,261_395_12,31680.0,6672.0
TetR16_6_2394,TetR16,2394.0,TetR16_6,264_572_13,39342.0,8824.0
TetR16_7_2394,TetR16,2394.0,TetR16_7,432_95_14,44078.0,6503.0
TetR16_8_2394,TetR16,2394.0,TetR16_8,449_881_11,26364.0,4166.0
TetR16_9_2394,TetR16,2394.0,TetR16_9,468_705_12,33500.0,6526.0
TetR16_10_2394,TetR16,2394.0,TetR16_10,484_457_14,44507.0,8215.0
TetR16_11_2394,TetR16,2394.0,TetR16_11,543_1020_14,44236.0,8432.0
TetR16_12_2394,TetR16,2394.0,TetR16_12,570_461_20,67866.0,12348.0
TetR16_13_2394,TetR16,2394.0,TetR16_13,600_646_10,19769.0,4619.0
TetR16_14_2394,TetR16,2394.0,TetR16_14,605_15_9,19280.0,3550.0
TetR16_15_2394,TetR16,2394.0,TetR16_15,633_800_15,45803.0,9060.0
TetR16_16_2394,TetR16,2394.0,TetR16_16,635_263_15,43173.0,8043.0
TetR16_17_2394,TetR16,2394.0,TetR16_17,660_667_13,42379.0,9599.0
TetR16_18_2394,TetR16,2394.0,TetR16_18,731_512_10,20854.0,4509.0
TetR16_19_2394,TetR16,2394.0,TetR16_19,739_224_13,37446.0,7967.0
TetR16_20_2394,TetR16,2394.0,TetR16_20,765_836_10,20294.0,4177.0
TetR16_21_2394,TetR16,2394.0,TetR16_21,774_388_13,38462.0,8111.0
TetR16_22_2394,TetR16,2394.0,TetR16_22,856_127_10,21574.0,4378.0
TetR16_23_2394,TetR16,2394.0,TetR16_23,875_227_10,21265.0,4535.0
TetR16_24_2394,TetR16,2394.0,TetR16_24,890_634_10,22714.0,5046.0
TetR16_25_2394,TetR16,2394.0,TetR16_25,1024_515_14,47894.0,10635.0
TetR16_26_2394,TetR16,2394.0,TetR16_26,1027_572_13,36894.0,7686.0
TetR16_27_2394,TetR16,2394.0,TetR16_27,1065_1014_13,40234.0,7327.0
TetR16_28_2394,TetR16,2394.0,TetR16_28,1078_448_12,34180.0,7516.0
TetR16_29_2394,TetR16,2394.0,TetR16_29,1093_87_11,25988.0,5041.0
TetR16_0_644,TetR16,644.0,TetR16_0,4_1067_6,6518.0,0.0
TetR16_1_644,TetR16,644.0,TetR16_1,9_1000_6,7078.0,0.0
TetR16_2_644,TetR16,644.0,TetR16_2,32_882_12,24824.0,95.0
TetR16_3_644,TetR16,644.0,TetR16_3,240_375_12,23947.0,144.0
TetR16_4_644,TetR16,644.0,TetR16_4,251_1050_10,18273.0,147.0
TetR16_5_644,TetR16,644.0,TetR16_5,261_395_12,25240.0,232.0
TetR16_6_644,TetR16,644.0,TetR16_6,264_572_13,31048.0,530.0
TetR16_7_644,TetR16,644.0,TetR16_7,432_95_14,37736.0,161.0
TetR16_8_644,TetR16,644.0,TetR16_8,449_881_11,22313.0,115.0
TetR16_9_644,TetR16,644.0,TetR16_9,468_705_12,27285.0,311.0
TetR16_10_644,TetR16,644.0,TetR16_10,484_457_14,36636.0,344.0
TetR16_11_644,TetR16,644.0,TetR16_11,543_1020_14,36302.0,498.0
TetR16_12_644,TetR16,644.0,TetR16_12,570_461_20,55966.0,448.0
TetR16_13_644,TetR16,644.0,TetR16_13,600_646_10,15252.0,102.0
TetR16_14_644,TetR16,644.0,TetR16_14,605_15_9,15809.0,79.0
TetR16_15_644,TetR16,644.0,TetR16_15,633_800_15,37259.0,516.0
TetR16_16_644,TetR16,644.0,TetR16_16,635_263_15,35425.0,295.0
TetR16_17_644,TetR16,644.0,TetR16_17,660_667_13,33159.0,379.0
TetR16_18_644,TetR16,644.0,TetR16_18,731_512_10,16491.0,146.0
TetR16_19_644,TetR16,644.0,TetR16_19,739_224_13,29902.0,423.0
TetR16_20_644,TetR16,644.0,TetR16_20,765_836_10,16192.0,75.0
TetR16_21_644,TetR16,644.0,TetR16_21,774_388_13,30647.0,296.0
TetR16_22_644,TetR16,644.0,TetR16_22,856_127_10,17355.0,159.0
TetR16_23_644,TetR16,644.0,TetR16_23,875_227_10,16881.0,151.0
TetR16_24_644,TetR16,644.0,TetR16_24,890_634_10,17840.0,172.0
TetR16_25_644,TetR16,644.0,TetR16_25,1024_515_14,38236.0,977.0
TetR16_26_644,TetR16,644.0,TetR16_26,1027_572_13,29580.0,372.0
TetR16_27_644,TetR16,644.0,TetR16_27,1065_1014_13,33140.0,233.0
TetR16_28_644,TetR16,644.0,TetR16_28,1078_448_12,27060.0,396.0
TetR16_29_644,TetR16,644.0,TetR16_29,1093_87_11,21066.0,119.0
TetR16_0_1105,TetR16,1105.0,TetR16_0,4_1067_6,6517.0,0.0
TetR16_1_1105,TetR16,1105.0,TetR16_1,9_1000_6,7095.0,0.0
TetR16_2_1105,TetR16,1105.0,TetR16_2,32_882_12,25540.0,811.0
TetR16_3_1105,TetR16,1105.0,TetR16_3,240_375_12,24419.0,616.0
TetR16_4_1105,TetR16,1105.0,TetR16_4,251_1050_10,18705.0,579.0
TetR16_5_1105,TetR16,1105.0,TetR16_5,261_395_12,26122.0,1114.0
TetR16_6_1105,TetR16,1105.0,TetR16_6,264_572_13,32946.0,2428.0
TetR16_7_1105,TetR16,1105.0,TetR16_7,432_95_14,38570.0,995.0
TetR16_8_1105,TetR16,1105.0,TetR16_8,449_881_11,22787.0,589.0
TetR16_9_1105,TetR16,1105.0,TetR16_9,468_705_12,28323.0,1349.0
TetR16_10_1105,TetR16,1105.0,TetR16_10,484_457_14,38140.0,1848.0
TetR16_11_1105,TetR16,1105.0,TetR16_11,543_1020_14,37630.0,1826.0
TetR16_12_1105,TetR16,1105.0,TetR16_12,570_461_20,58155.0,2637.0
TetR16_13_1105,TetR16,1105.0,TetR16_13,600_646_10,15845.0,695.0
TetR16_14_1105,TetR16,1105.0,TetR16_14,605_15_9,16189.0,459.0
TetR16_15_1105,TetR16,1105.0,TetR16_15,633_800_15,39088.0,2345.0
TetR16_16_1105,TetR16,1105.0,TetR16_16,635_263_15,36599.0,1469.0
TetR16_17_1105,TetR16,1105.0,TetR16_17,660_667_13,35100.0,2320.0
TetR16_18_1105,TetR16,1105.0,TetR16_18,731_512_10,17135.0,790.0
TetR16_19_1105,TetR16,1105.0,TetR16_19,739_224_13,31139.0,1660.0
TetR16_20_1105,TetR16,1105.0,TetR16_20,765_836_10,16606.0,489.0
TetR16_21_1105,TetR16,1105.0,TetR16_21,774_388_13,31797.0,1446.0
TetR16_22_1105,TetR16,1105.0,TetR16_22,856_127_10,18002.0,806.0
TetR16_23_1105,TetR16,1105.0,TetR16_23,875_227_10,17453.0,723.0
TetR16_24_1105,TetR16,1105.0,TetR16_24,890_634_10,18537.0,869.0
TetR16_25_1105,TetR16,1105.0,TetR16_25,1024_515_14,40417.0,3158.0
TetR16_26_1105,TetR16,1105.0,TetR16_26,1027_572_13,30934.0,1726.0
TetR16_27_1105,TetR16,1105.0,TetR16_27,1065_1014_13,34357.0,1450.0
TetR16_28_1105,TetR16,1105.0,TetR16_28,1078_448_12,28418.0,1754.0
TetR16_29_1105,TetR16,1105.0,TetR16_29,1093_87_11,21793.0,846.0
TetR16_0_1059,TetR16,1059.0,TetR16_0,4_1067_6,6529.0,0.0
TetR16_1_1059,TetR16,1059.0,TetR16_1,9_1000_6,7067.0,0.0
TetR16_2_1059,TetR16,1059.0,TetR16_2,32_882_12,25477.0,748.0
TetR16_3_1059,TetR16,1059.0,TetR16_3,240_375_12,24348.0,545.0
TetR16_4_1059,TetR16,1059.0,TetR16_4,251_1050_10,18607.0,481.0
TetR16_5_1059,TetR16,1059.0,TetR16_5,261_395_12,26010.0,1002.0
TetR16_6_1059,TetR16,1059.0,TetR16_6,264_572_13,32761.0,2243.0
TetR16_7_1059,TetR16,1059.0,TetR16_7,432_95_14,38442.0,867.0
TetR16_8_1059,TetR16,1059.0,TetR16_8,449_881_11,22715.0,517.0
TetR16_9_1059,TetR16,1059.0,TetR16_9,468_705_12,28234.0,1260.0
TetR16_10_1059,TetR16,1059.0,TetR16_10,484_457_14,38015.0,1723.0
TetR16_11_1059,TetR16,1059.0,TetR16_11,543_1020_14,37338.0,1534.0
TetR16_12_1059,TetR16,1059.0,TetR16_12,570_461_20,57886.0,2368.0
TetR16_13_1059,TetR16,1059.0,TetR16_13,600_646_10,15756.0,606.0
TetR16_14_1059,TetR16,1059.0,TetR16_14,605_15_9,16144.0,414.0
TetR16_15_1059,TetR16,1059.0,TetR16_15,633_800_15,38924.0,2181.0
TetR16_16_1059,TetR16,1059.0,TetR16_16,635_263_15,36377.0,1247.0
TetR16_17_1059,TetR16,1059.0,TetR16_17,660_667_13,34853.0,2073.0
TetR16_18_1059,TetR16,1059.0,TetR16_18,731_512_10,17093.0,748.0
TetR16_19_1059,TetR16,1059.0,TetR16_19,739_224_13,30966.0,1487.0
TetR16_20_1059,TetR16,1059.0,TetR16_20,765_836_10,16531.0,414.0
TetR16_21_1059,TetR16,1059.0,TetR16_21,774_388_13,31689.0,1338.0
TetR16_22_1059,TetR16,1059.0,TetR16_22,856_127_10,17962.0,766.0
TetR16_23_1059,TetR16,1059.0,TetR16_23,875_227_10,17377.0,647.0
TetR16_24_1059,TetR16,1059.0,TetR16_24,890_634_10,18481.0,813.0
TetR16_25_1059,TetR16,1059.0,TetR16_25,1024_515_14,40227.0,2968.0
TetR16_26_1059,TetR16,1059.0,TetR16_26,1027_572_13,30838.0,1630.0
TetR16_27_1059,TetR16,1059.0,TetR16_27,1065_1014_13,34177.0,1270.0
TetR16_28_1059,TetR16,1059.0,TetR16_28,1078_448_12,28246.0,1582.0
TetR16_29_1059,TetR16,1059.0,TetR16_29,1093_87_11,21715.0,768.0
TetR16_0_2578,TetR16,2578.0,TetR16_0,4_1067_6,6540.0,0.0
TetR16_1_2578,TetR16,2578.0,TetR16_1,9_1000_6,7165.0,63.0
TetR16_2_2578,TetR16,2578.0,TetR16_2,32_882_12,31468.0,6739.0
TetR16_3_2578,TetR16,2578.0,TetR16_3,240_375_12,30123.0,6320.0
TetR16_4_2578,TetR16,2578.0,TetR16_4,251_1050_10,22442.0,4316.0
TetR16_5_2578,TetR16,2578.0,TetR16_5,261_395_12,32498.0,7490.0
TetR16_6_2578,TetR16,2578.0,TetR16_6,264_572_13,40114.0,9596.0
TetR16_7_2578,TetR16,2578.0,TetR16_7,432_95_14,44997.0,7422.0
TetR16_8_2578,TetR16,2578.0,TetR16_8,449_881_11,26803.0,4605.0
TetR16_9_2578,TetR16,2578.0,TetR16_9,468_705_12,34495.0,7521.0
TetR16_10_2578,TetR16,2578.0,TetR16_10,484_457_14,45522.0,9230.0
TetR16_11_2578,TetR16,2578.0,TetR16_11,543_1020_14,45210.0,9406.0
TetR16_12_2578,TetR16,2578.0,TetR16_12,570_461_20,69130.0,13612.0
TetR16_13_2578,TetR16,2578.0,TetR16_13,600_646_10,20183.0,5033.0
TetR16_14_2578,TetR16,2578.0,TetR16_14,605_15_9,19532.0,3802.0
TetR16_15_2578,TetR16,2578.0,TetR16_15,633_800_15,46659.0,9916.0
TetR16_16_2578,TetR16,2578.0,TetR16_16,635_263_15,43911.0,8781.0
TetR16_17_2578,TetR16,2578.0,TetR16_17,660_667_13,43283.0,10503.0
TetR16_18_2578,TetR16,2578.0,TetR16_18,731_512_10,21231.0,4886.0
TetR16_19_2578,TetR16,2578.0,TetR16_19,739_224_13,38127.0,8648.0
TetR16_20_2578,TetR16,2578.0,TetR16_20,765_836_10,20710.0,4593.0
TetR16_21_2578,TetR16,2578.0,TetR16_21,774_388_13,39456.0,9105.0
TetR16_22_2578,TetR16,2578.0,TetR16_22,856_127_10,21968.0,4772.0
TetR16_23_2578,TetR16,2578.0,TetR16_23,875_227_10,21654.0,4924.0
TetR16_24_2578,TetR16,2578.0,TetR16_24,890_634_10,23199.0,5531.0
TetR16_25_2578,TetR16,2578.0,TetR16_25,1024_515_14,48875.0,11616.0
TetR16_26_2578,TetR16,2578.0,TetR16_26,1027_572_13,37903.0,8695.0
TetR16_27_2578,TetR16,2578.0,TetR16_27,1065_1014_13,41307.0,8400.0
TetR16_28_2578,TetR16,2578.0,TetR16_28,1078_448_12,34864.0,8200.0
TetR16_29_2578,TetR16,2578.0,TetR16_29,1093_87_11,26469.0,5522.0
TetR16_0_1703,TetR16,1703.0,TetR16_0,4_1067_6,6505.0,0.0
TetR16_1_1703,TetR16,1703.0,TetR16_1,9_1000_6,7125.0,23.0
TetR16_2_1703,TetR16,1703.0,TetR16_2,32_882_12,27427.0,2698.0
TetR16_3_1703,TetR16,1703.0,TetR16_3,240_375_12,26309.0,2506.0
TetR16_4_1703,TetR16,1703.0,TetR16_4,251_1050_10,20038.0,1912.0
TetR16_5_1703,TetR16,1703.0,TetR16_5,261_395_12,28424.0,3416.0
TetR16_6_1703,TetR16,1703.0,TetR16_6,264_572_13,35994.0,5476.0
TetR16_7_1703,TetR16,1703.0,TetR16_7,432_95_14,40622.0,3047.0
TetR16_8_1703,TetR16,1703.0,TetR16_8,449_881_11,24275.0,2077.0
TetR16_9_1703,TetR16,1703.0,TetR16_9,468_705_12,30356.0,3382.0
TetR16_10_1703,TetR16,1703.0,TetR16_10,484_457_14,39967.0,3675.0
TetR16_11_1703,TetR16,1703.0,TetR16_11,543_1020_14,40719.0,4915.0
TetR16_12_1703,TetR16,1703.0,TetR16_12,570_461_20,62284.0,6766.0
TetR16_13_1703,TetR16,1703.0,TetR16_13,600_646_10,17533.0,2383.0
TetR16_14_1703,TetR16,1703.0,TetR16_14,605_15_9,17364.0,1634.0
TetR16_15_1703,TetR16,1703.0,TetR16_15,633_800_15,42536.0,5793.0
TetR16_16_1703,TetR16,1703.0,TetR16_16,635_263_15,39205.0,4075.0
TetR16_17_1703,TetR16,1703.0,TetR16_17,660_667_13,38577.0,5797.0
TetR16_18_1703,TetR16,1703.0,TetR16_18,731_512_10,18772.0,2427.0
TetR16_19_1703,TetR16,1703.0,TetR16_19,739_224_13,33857.0,4378.0
TetR16_20_1703,TetR16,1703.0,TetR16_20,765_836_10,18172.0,2055.0
TetR16_21_1703,TetR16,1703.0,TetR16_21,774_388_13,34227.0,3876.0
TetR16_22_1703,TetR16,1703.0,TetR16_22,856_127_10,19674.0,2478.0
TetR16_23_1703,TetR16,1703.0,TetR16_23,875_227_10,19078.0,2348.0
TetR16_24_1703,TetR16,1703.0,TetR16_24,890_634_10,20342.0,2674.0
TetR16_25_1703,TetR16,1703.0,TetR16_25,1024_515_14,44006.0,6747.0
TetR16_26_1703,TetR16,1703.0,TetR16_26,1027_572_13,33205.0,3997.0
TetR16_27_1703,TetR16,1703.0,TetR16_27,1065_1014_13,36790.0,3883.0
TetR16_28_1703,TetR16,1703.0,TetR16_28,1078_448_12,31235.0,4571.0
TetR16_29_1703,TetR16,1703.0,TetR16_29,1093_87_11,23936.0,2989.0
TetR16_0_2164,TetR16,2164.0,TetR16_0,4_1067_6,6570.0,11.0
TetR16_1_2164,TetR16,2164.0,TetR16_1,9_1000_6,7165.0,63.0
TetR16_2_2164,TetR16,2164.0,TetR16_2,32_882_12,29471.0,4742.0
TetR16_3_2164,TetR16,2164.0,TetR16_3,240_375_12,28005.0,4202.0
TetR16_4_2164,TetR16,2164.0,TetR16_4,251_1050_10,21355.0,3229.0
TetR16_5_2164,TetR16,2164.0,TetR16_5,261_395_12,30605.0,5597.0
TetR16_6_2164,TetR16,2164.0,TetR16_6,264_572_13,38314.0,7796.0
TetR16_7_2164,TetR16,2164.0,TetR16_7,432_95_14,42920.0,5345.0
TetR16_8_2164,TetR16,2164.0,TetR16_8,449_881_11,25652.0,3454.0
TetR16_9_2164,TetR16,2164.0,TetR16_9,468_705_12,32316.0,5342.0
TetR16_10_2164,TetR16,2164.0,TetR16_10,484_457_14,42895.0,6603.0
TetR16_11_2164,TetR16,2164.0,TetR16_11,543_1020_14,42795.0,6991.0
TetR16_12_2164,TetR16,2164.0,TetR16_12,570_461_20,65932.0,10414.0
TetR16_13_2164,TetR16,2164.0,TetR16_13,600_646_10,19081.0,3931.0
TetR16_14_2164,TetR16,2164.0,TetR16_14,605_15_9,18741.0,3011.0
TetR16_15_2164,TetR16,2164.0,TetR16_15,633_800_15,44791.0,8048.0
TetR16_16_2164,TetR16,2164.0,TetR16_16,635_263_15,41892.0,6762.0
TetR16_17_2164,TetR16,2164.0,TetR16_17,660_667_13,41044.0,8264.0
TetR16_18_2164,TetR16,2164.0,TetR16_18,731_512_10,20203.0,3858.0
TetR16_19_2164,TetR16,2164.0,TetR16_19,739_224_13,36219.0,6740.0
TetR16_20_2164,TetR16,2164.0,TetR16_20,765_836_10,19665.0,3548.0
TetR16_21_2164,TetR16,2164.0,TetR16_21,774_388_13,37196.0,6845.0
TetR16_22_2164,TetR16,2164.0,TetR16_22,856_127_10,20989.0,3793.0
TetR16_23_2164,TetR16,2164.0,TetR16_23,875_227_10,20574.0,3844.0
TetR16_24_2164,TetR16,2164.0,TetR16_24,890_634_10,21940.0,4272.0
TetR16_25_2164,TetR16,2164.0,TetR16_25,1024_515_14,46571.0,9312.0
TetR16_26_2164,TetR16,2164.0,TetR16_26,1027_572_13,35587.0,6379.0
TetR16_27_2164,TetR16,2164.0,TetR16_27,1065_1014_13,38777.0,5870.0
TetR16_28_2164,TetR16,2164.0,TetR16_28,1078_448_12,33271.0,6607.0
TetR16_29_2164,TetR16,2164.0,TetR16_29,1093_87_11,25273.0,4326.0
TetR16_0_1243,TetR16,1243.0,TetR16_0,4_1067_6,6530.0,0.0
TetR16_1_1243,TetR16,1243.0,TetR16_1,9_1000_6,7107.0,5.0
TetR16_2_1243,TetR16,1243.0,TetR16_2,32_882_12,25881.0,1152.0
TetR16_3_1243,TetR16,1243.0,TetR16_3,240_375_12,24919.0,1116.0
TetR16_4_1243,TetR16,1243.0,TetR16_4,251_1050_10,18892.0,766.0
TetR16_5_1243,TetR16,1243.0,TetR16_5,261_395_12,26723.0,1715.0
TetR16_6_1243,TetR16,1243.0,TetR16_6,264_572_13,33497.0,2979.0
TetR16_7_1243,TetR16,1243.0,TetR16_7,432_95_14,38997.0,1422.0
TetR16_8_1243,TetR16,1243.0,TetR16_8,449_881_11,23014.0,816.0
TetR16_9_1243,TetR16,1243.0,TetR16_9,468_705_12,28750.0,1776.0
TetR16_10_1243,TetR16,1243.0,TetR16_10,484_457_14,38388.0,2096.0
TetR16_11_1243,TetR16,1243.0,TetR16_11,543_1020_14,38075.0,2271.0
TetR16_12_1243,TetR16,1243.0,TetR16_12,570_461_20,58814.0,3296.0
TetR16_13_1243,TetR16,1243.0,TetR16_13,600_646_10,16109.0,959.0
TetR16_14_1243,TetR16,1243.0,TetR16_14,605_15_9,16368.0,638.0
TetR16_15_1243,TetR16,1243.0,TetR16_15,633_800_15,39674.0,2931.0
TetR16_16_1243,TetR16,1243.0,TetR16_16,635_263_15,37007.0,1877.0
TetR16_17_1243,TetR16,1243.0,TetR16_17,660_667_13,35656.0,2876.0
TetR16_18_1243,TetR16,1243.0,TetR16_18,731_512_10,17374.0,1029.0
TetR16_19_1243,TetR16,1243.0,TetR16_19,739_224_13,31752.0,2273.0
TetR16_20_1243,TetR16,1243.0,TetR16_20,765_836_10,16875.0,758.0
TetR16_21_1243,TetR16,1243.0,TetR16_21,774_388_13,32296.0,1945.0
TetR16_22_1243,TetR16,1243.0,TetR16_22,856_127_10,18323.0,1127.0
TetR16_23_1243,TetR16,1243.0,TetR16_23,875_227_10,17756.0,1026.0
TetR16_24_1243,TetR16,1243.0,TetR16_24,890_634_10,18850.0,1182.0
TetR16_25_1243,TetR16,1243.0,TetR16_25,1024_515_14,41091.0,3832.0
TetR16_26_1243,TetR16,1243.0,TetR16_26,1027_572_13,31234.0,2026.0
TetR16_27_1243,TetR16,1243.0,TetR16_27,1065_1014_13,34970.0,2063.0
TetR16_28_1243,TetR16,1243.0,TetR16_28,1078_448_12,28872.0,2208.0
TetR16_29_1243,TetR16,1243.0,TetR16_29,1093_87_11,22190.0,1243.0
TetR16_0_2762,TetR16,2762.0,TetR16_0,4_1067_6,6563.0,4.0
TetR16_1_2762,TetR16,2762.0,TetR16_1,9_1000_6,7184.0,82.0
TetR16_2_2762,TetR16,2762.0,TetR16_2,32_882_12,32168.0,7439.0
TetR16_3_2762,TetR16,2762.0,TetR16_3,240_375_12,31225.0,7422.0
TetR16_4_2762,TetR16,2762.0,TetR16_4,251_1050_10,22981.0,4855.0
TetR16_5_2762,TetR16,2762.0,TetR16_5,261_395_12,33256.0,8248.0
TetR16_6_2762,TetR16,2762.0,TetR16_6,264_572_13,40894.0,10376.0
TetR16_7_2762,TetR16,2762.0,TetR16_7,432_95_14,46168.0,8593.0
TetR16_8_2762,TetR16,2762.0,TetR16_8,449_881_11,27415.0,5217.0
TetR16_9_2762,TetR16,2762.0,TetR16_9,468_705_12,35311.0,8337.0
TetR16_10_2762,TetR16,2762.0,TetR16_10,484_457_14,46788.0,10496.0
TetR16_11_2762,TetR16,2762.0,TetR16_11,543_1020_14,46200.0,10396.0
TetR16_12_2762,TetR16,2762.0,TetR16_12,570_461_20,70565.0,15047.0
TetR16_13_2762,TetR16,2762.0,TetR16_13,600_646_10,20772.0,5622.0
TetR16_14_2762,TetR16,2762.0,TetR16_14,605_15_9,19926.0,4196.0
TetR16_15_2762,TetR16,2762.0,TetR16_15,633_800_15,47555.0,10812.0
TetR16_16_2762,TetR16,2762.0,TetR16_16,635_263_15,44717.0,9587.0
TetR16_17_2762,TetR16,2762.0,TetR16_17,660_667_13,44315.0,11535.0
TetR16_18_2762,TetR16,2762.0,TetR16_18,731_512_10,21752.0,5407.0
TetR16_19_2762,TetR16,2762.0,TetR16_19,739_224_13,38769.0,9290.0
TetR16_20_2762,TetR16,2762.0,TetR16_20,765_836_10,21284.0,5167.0
TetR16_21_2762,TetR16,2762.0,TetR16_21,774_388_13,40552.0,10201.0
TetR16_22_2762,TetR16,2762.0,TetR16_22,856_127_10,22459.0,5263.0
TetR16_23_2762,TetR16,2762.0,TetR16_23,875_227_10,22015.0,5285.0
TetR16_24_2762,TetR16,2762.0,TetR16_24,890_634_10,23825.0,6157.0
TetR16_25_2762,TetR16,2762.0,TetR16_25,1024_515_14,49845.0,12586.0
TetR16_26_2762,TetR16,2762.0,TetR16_26,1027_572_13,39030.0,9822.0
TetR16_27_2762,TetR16,2762.0,TetR16_27,1065_1014_13,42374.0,9467.0
TetR16_28_2762,TetR16,2762.0,TetR16_28,1078_448_12,35533.0,8869.0
TetR16_29_2762,TetR16,2762.0,TetR16_29,1093_87_11,26941.0,5994.0
TetR16_0_1519,TetR16,1519.0,TetR16_0,4_1067_6,6532.0,0.0
TetR16_1_1519,TetR16,1519.0,TetR16_1,9_1000_6,7111.0,9.0
TetR16_2_1519,TetR16,1519.0,TetR16_2,32_882_12,26682.0,1953.0
TetR16_3_1519,TetR16,1519.0,TetR16_3,240_375_12,25825.0,2022.0
TetR16_4_1519,TetR16,1519.0,TetR16_4,251_1050_10,19454.0,1328.0
TetR16_5_1519,TetR16,1519.0,TetR16_5,261_395_12,27704.0,2696.0
TetR16_6_1519,TetR16,1519.0,TetR16_6,264_572_13,34928.0,4410.0
TetR16_7_1519,TetR16,1519.0,TetR16_7,432_95_14,39846.0,2271.0
TetR16_8_1519,TetR16,1519.0,TetR16_8,449_881_11,23731.0,1533.0
TetR16_9_1519,TetR16,1519.0,TetR16_9,468_705_12,29416.0,2442.0
TetR16_10_1519,TetR16,1519.0,TetR16_10,484_457_14,39379.0,3087.0
TetR16_11_1519,TetR16,1519.0,TetR16_11,543_1020_14,39507.0,3703.0
TetR16_12_1519,TetR16,1519.0,TetR16_12,570_461_20,60727.0,5209.0
TetR16_13_1519,TetR16,1519.0,TetR16_13,600_646_10,16895.0,1745.0
TetR16_14_1519,TetR16,1519.0,TetR16_14,605_15_9,16849.0,1119.0
TetR16_15_1519,TetR16,1519.0,TetR16_15,633_800_15,41354.0,4611.0
TetR16_16_1519,TetR16,1519.0,TetR16_16,635_263_15,38371.0,3241.0
TetR16_17_1519,TetR16,1519.0,TetR16_17,660_667_13,37363.0,4583.0
TetR16_18_1519,TetR16,1519.0,TetR16_18,731_512_10,18169.0,1824.0
TetR16_19_1519,TetR16,1519.0,TetR16_19,739_224_13,33072.0,3593.0
TetR16_20_1519,TetR16,1519.0,TetR16_20,765_836_10,17517.0,1400.0
TetR16_21_1519,TetR16,1519.0,TetR16_21,774_388_13,33299.0,2948.0
TetR16_22_1519,TetR16,1519.0,TetR16_22,856_127_10,19174.0,1978.0
TetR16_23_1519,TetR16,1519.0,TetR16_23,875_227_10,18476.0,1746.0
TetR16_24_1519,TetR16,1519.0,TetR16_24,890_634_10,19757.0,2089.0
TetR16_25_1519,TetR16,1519.0,TetR16_25,1024_515_14,43018.0,5759.0
TetR16_26_1519,TetR16,1519.0,TetR16_26,1027_572_13,32424.0,3216.0
TetR16_27_1519,TetR16,1519.0,TetR16_27,1065_1014_13,36149.0,3242.0
TetR16_28_1519,TetR16,1519.0,TetR16_28,1078_448_12,30218.0,3554.0
TetR16_29_1519,TetR16,1519.0,TetR16_29,1093_87_11,23178.0,2231.0
TetR16_0_2210,TetR16,2210.0,TetR16_0,4_1067_6,6560.0,1.0
TetR16_1_2210,TetR16,2210.0,TetR16_1,9_1000_6,7141.0,39.0
TetR16_2_2210,TetR16,2210.0,TetR16_2,32_882_12,29624.0,4895.0
TetR16_3_2210,TetR16,2210.0,TetR16_3,240_375_12,28133.0,4330.0
TetR16_4_2210,TetR16,2210.0,TetR16_4,251_1050_10,21428.0,3302.0
TetR16_5_2210,TetR16,2210.0,TetR16_5,261_395_12,30850.0,5842.0
TetR16_6_2210,TetR16,2210.0,TetR16_6,264_572_13,38601.0,8083.0
TetR16_7_2210,TetR16,2210.0,TetR16_7,432_95_14,43084.0,5509.0
TetR16_8_2210,TetR16,2210.0,TetR16_8,449_881_11,25744.0,3546.0
TetR16_9_2210,TetR16,2210.0,TetR16_9,468_705_12,32516.0,5542.0
TetR16_10_2210,TetR16,2210.0,TetR16_10,484_457_14,43212.0,6920.0
TetR16_11_2210,TetR16,2210.0,TetR16_11,543_1020_14,43098.0,7294.0
TetR16_12_2210,TetR16,2210.0,TetR16_12,570_461_20,66285.0,10767.0
TetR16_13_2210,TetR16,2210.0,TetR16_13,600_646_10,19235.0,4085.0
TetR16_14_2210,TetR16,2210.0,TetR16_14,605_15_9,18829.0,3099.0
TetR16_15_2210,TetR16,2210.0,TetR16_15,633_800_15,44948.0,8205.0
TetR16_16_2210,TetR16,2210.0,TetR16_16,635_263_15,42134.0,7004.0
TetR16_17_2210,TetR16,2210.0,TetR16_17,660_667_13,41411.0,8631.0
TetR16_18_2210,TetR16,2210.0,TetR16_18,731_512_10,20336.0,3991.0
TetR16_19_2210,TetR16,2210.0,TetR16_19,739_224_13,36449.0,6970.0
TetR16_20_2210,TetR16,2210.0,TetR16_20,765_836_10,19823.0,3706.0
TetR16_21_2210,TetR16,2210.0,TetR16_21,774_388_13,37464.0,7113.0
TetR16_22_2210,TetR16,2210.0,TetR16_22,856_127_10,21072.0,3876.0
TetR16_23_2210,TetR16,2210.0,TetR16_23,875_227_10,20680.0,3950.0
TetR16_24_2210,TetR16,2210.0,TetR16_24,890_634_10,22079.0,4411.0
TetR16_25_2210,TetR16,2210.0,TetR16_25,1024_515_14,46769.0,9510.0
TetR16_26_2210,TetR16,2210.0,TetR16_26,1027_572_13,35954.0,6746.0
TetR16_27_2210,TetR16,2210.0,TetR16_27,1065_1014_13,39001.0,6094.0
TetR16_28_2210,TetR16,2210.0,TetR16_28,1078_448_12,33399.0,6735.0
