,Cell_type,Time,Spot,Spot_loc,Growth
Pbr8_14_1888,Pbr8,1888.0,Pbr8_14,544_436_19,75775.0
Pbr8_15_1888,Pbr8,1888.0,Pbr8_15,596_346_20,86530.0
Pbr8_16_1888,Pbr8,1888.0,Pbr8_16,687_912_20,82501.0
Pbr8_17_1888,Pbr8,1888.0,Pbr8_17,710_81_9,12387.0
Pbr8_18_1888,Pbr8,1888.0,Pbr8_18,778_95_9,18195.0
Pbr8_19_1888,Pbr8,1888.0,Pbr8_19,814_617_20,82898.0
Pbr8_20_1888,Pbr8,1888.0,Pbr8_20,903_515_18,75659.0
Pbr8_21_1888,Pbr8,1888.0,Pbr8_21,945_898_25,72698.0
Pbr8_22_1888,Pbr8,1888.0,Pbr8_22,947_835_19,64209.0
Pbr8_23_1888,Pbr8,1888.0,Pbr8_23,1024_550_20,84615.0
Pbr8_0_92,Pbr8,92.0,Pbr8_0,11_868_16,34529.0
Pbr8_1_92,Pbr8,92.0,Pbr8_1,71_819_19,52348.0
Pbr8_2_92,Pbr8,92.0,Pbr8_2,83_620_19,55854.0
Pbr8_3_92,Pbr8,92.0,Pbr8_3,174_529_8,11511.0
Pbr8_4_92,Pbr8,92.0,Pbr8_4,200_211_20,73440.0
Pbr8_5_92,Pbr8,92.0,Pbr8_5,214_569_20,62783.0
Pbr8_6_92,Pbr8,92.0,Pbr8_6,256_516_19,59749.0
Pbr8_7_92,Pbr8,92.0,Pbr8_7,311_898_20,63422.0
Pbr8_8_92,Pbr8,92.0,Pbr8_8,327_223_20,73518.0
Pbr8_9_92,Pbr8,92.0,Pbr8_9,316_2_6,3757.0
Pbr8_10_92,Pbr8,92.0,Pbr8_10,384_579_19,61110.0
Pbr8_11_92,Pbr8,92.0,Pbr8_11,450_638_20,61935.0
Pbr8_12_92,Pbr8,92.0,Pbr8_12,472_475_19,59642.0
Pbr8_13_92,Pbr8,92.0,Pbr8_13,506_1093_20,52513.0
Pbr8_14_92,Pbr8,92.0,Pbr8_14,544_436_19,60576.0
Pbr8_15_92,Pbr8,92.0,Pbr8_15,596_346_20,70366.0
Pbr8_16_92,Pbr8,92.0,Pbr8_16,687_912_20,65800.0
Pbr8_17_92,Pbr8,92.0,Pbr8_17,710_81_9,10155.0
Pbr8_18_92,Pbr8,92.0,Pbr8_18,778_95_9,15096.0
Pbr8_19_92,Pbr8,92.0,Pbr8_19,814_617_20,66328.0
Pbr8_20_92,Pbr8,92.0,Pbr8_20,903_515_18,61215.0
Pbr8_21_92,Pbr8,92.0,Pbr8_21,945_898_25,56687.0
Pbr8_22_92,Pbr8,92.0,Pbr8_22,947_835_19,51661.0
Pbr8_23_92,Pbr8,92.0,Pbr8_23,1024_550_20,69733.0
Pbr8_0_2210,Pbr8,2210.0,Pbr8_0,11_868_16,49639.0
Pbr8_1_2210,Pbr8,2210.0,Pbr8_1,71_819_19,71495.0
Pbr8_2_2210,Pbr8,2210.0,Pbr8_2,83_620_19,73260.0
Pbr8_3_2210,Pbr8,2210.0,Pbr8_3,174_529_8,14704.0
Pbr8_4_2210,Pbr8,2210.0,Pbr8_4,200_211_20,93916.0
Pbr8_5_2210,Pbr8,2210.0,Pbr8_5,214_569_20,83661.0
Pbr8_6_2210,Pbr8,2210.0,Pbr8_6,256_516_19,78848.0
Pbr8_7_2210,Pbr8,2210.0,Pbr8_7,311_898_20,85177.0
Pbr8_8_2210,Pbr8,2210.0,Pbr8_8,327_223_20,92703.0
Pbr8_9_2210,Pbr8,2210.0,Pbr8_9,316_2_6,4047.0
Pbr8_10_2210,Pbr8,2210.0,Pbr8_10,384_579_19,80877.0
Pbr8_11_2210,Pbr8,2210.0,Pbr8_11,450_638_20,82655.0
Pbr8_12_2210,Pbr8,2210.0,Pbr8_12,472_475_19,79782.0
Pbr8_13_2210,Pbr8,2210.0,Pbr8_13,506_1093_20,73472.0
Pbr8_14_2210,Pbr8,2210.0,Pbr8_14,544_436_19,79773.0
Pbr8_15_2210,Pbr8,2210.0,Pbr8_15,596_346_20,90941.0
Pbr8_16_2210,Pbr8,2210.0,Pbr8_16,687_912_20,86817.0
Pbr8_17_2210,Pbr8,2210.0,Pbr8_17,710_81_9,12751.0
Pbr8_18_2210,Pbr8,2210.0,Pbr8_18,778_95_9,18687.0
Pbr8_19_2210,Pbr8,2210.0,Pbr8_19,814_617_20,87459.0
Pbr8_20_2210,Pbr8,2210.0,Pbr8_20,903_515_18,79553.0
Pbr8_21_2210,Pbr8,2210.0,Pbr8_21,945_898_25,77158.0
Pbr8_22_2210,Pbr8,2210.0,Pbr8_22,947_835_19,67598.0
Pbr8_23_2210,Pbr8,2210.0,Pbr8_23,1024_550_20,88115.0
Pbr8_0_368,Pbr8,368.0,Pbr8_0,11_868_16,35171.0
Pbr8_1_368,Pbr8,368.0,Pbr8_1,71_819_19,53128.0
Pbr8_2_368,Pbr8,368.0,Pbr8_2,83_620_19,56658.0
Pbr8_3_368,Pbr8,368.0,Pbr8_3,174_529_8,11804.0
Pbr8_4_368,Pbr8,368.0,Pbr8_4,200_211_20,74077.0
Pbr8_5_368,Pbr8,368.0,Pbr8_5,214_569_20,63883.0
Pbr8_6_368,Pbr8,368.0,Pbr8_6,256_516_19,60748.0
Pbr8_7_368,Pbr8,368.0,Pbr8_7,311_898_20,64490.0
Pbr8_8_368,Pbr8,368.0,Pbr8_8,327_223_20,74315.0
Pbr8_9_368,Pbr8,368.0,Pbr8_9,316_2_6,3768.0
Pbr8_10_368,Pbr8,368.0,Pbr8_10,384_579_19,62046.0
Pbr8_11_368,Pbr8,368.0,Pbr8_11,450_638_20,62766.0
Pbr8_12_368,Pbr8,368.0,Pbr8_12,472_475_19,60607.0
Pbr8_13_368,Pbr8,368.0,Pbr8_13,506_1093_20,53241.0
Pbr8_14_368,Pbr8,368.0,Pbr8_14,544_436_19,61089.0
Pbr8_15_368,Pbr8,368.0,Pbr8_15,596_346_20,71337.0
Pbr8_16_368,Pbr8,368.0,Pbr8_16,687_912_20,66573.0
Pbr8_17_368,Pbr8,368.0,Pbr8_17,710_81_9,10504.0
Pbr8_18_368,Pbr8,368.0,Pbr8_18,778_95_9,15445.0
Pbr8_19_368,Pbr8,368.0,Pbr8_19,814_617_20,67162.0
Pbr8_20_368,Pbr8,368.0,Pbr8_20,903_515_18,61629.0
Pbr8_21_368,Pbr8,368.0,Pbr8_21,945_898_25,56856.0
Pbr8_22_368,Pbr8,368.0,Pbr8_22,947_835_19,52375.0
Pbr8_23_368,Pbr8,368.0,Pbr8_23,1024_550_20,70322.0
Pbr8_0_552,Pbr8,552.0,Pbr8_0,11_868_16,35724.0
Pbr8_1_552,Pbr8,552.0,Pbr8_1,71_819_19,53723.0
Pbr8_2_552,Pbr8,552.0,Pbr8_2,83_620_19,57678.0
Pbr8_3_552,Pbr8,552.0,Pbr8_3,174_529_8,12011.0
Pbr8_4_552,Pbr8,552.0,Pbr8_4,200_211_20,74630.0
Pbr8_5_552,Pbr8,552.0,Pbr8_5,214_569_20,64643.0
Pbr8_6_552,Pbr8,552.0,Pbr8_6,256_516_19,61303.0
Pbr8_7_552,Pbr8,552.0,Pbr8_7,311_898_20,65320.0
Pbr8_8_552,Pbr8,552.0,Pbr8_8,327_223_20,75123.0
Pbr8_9_552,Pbr8,552.0,Pbr8_9,316_2_6,3767.0
Pbr8_10_552,Pbr8,552.0,Pbr8_10,384_579_19,62830.0
Pbr8_11_552,Pbr8,552.0,Pbr8_11,450_638_20,63295.0
Pbr8_12_552,Pbr8,552.0,Pbr8_12,472_475_19,61228.0
Pbr8_13_552,Pbr8,552.0,Pbr8_13,506_1093_20,54160.0
Pbr8_14_552,Pbr8,552.0,Pbr8_14,544_436_19,61675.0
Pbr8_15_552,Pbr8,552.0,Pbr8_15,596_346_20,72114.0
Pbr8_16_552,Pbr8,552.0,Pbr8_16,687_912_20,67083.0
Pbr8_17_552,Pbr8,552.0,Pbr8_17,710_81_9,10683.0
Pbr8_18_552,Pbr8,552.0,Pbr8_18,778_95_9,15751.0
Pbr8_19_552,Pbr8,552.0,Pbr8_19,814_617_20,67979.0
Pbr8_20_552,Pbr8,552.0,Pbr8_20,903_515_18,61848.0
Pbr8_21_552,Pbr8,552.0,Pbr8_21,945_898_25,57068.0
Pbr8_22_552,Pbr8,552.0,Pbr8_22,947_835_19,52796.0
Pbr8_23_552,Pbr8,552.0,Pbr8_23,1024_550_20,70699.0
Pbr8_0_1335,Pbr8,1335.0,Pbr8_0,11_868_16,41366.0
Pbr8_1_1335,Pbr8,1335.0,Pbr8_1,71_819_19,61230.0
Pbr8_2_1335,Pbr8,1335.0,Pbr8_2,83_620_19,63291.0
Pbr8_3_1335,Pbr8,1335.0,Pbr8_3,174_529_8,13394.0
Pbr8_4_1335,Pbr8,1335.0,Pbr8_4,200_211_20,82725.0
Pbr8_5_1335,Pbr8,1335.0,Pbr8_5,214_569_20,71387.0
Pbr8_6_1335,Pbr8,1335.0,Pbr8_6,256_516_19,68896.0
Pbr8_7_1335,Pbr8,1335.0,Pbr8_7,311_898_20,73476.0
Pbr8_8_1335,Pbr8,1335.0,Pbr8_8,327_223_20,82324.0
Pbr8_9_1335,Pbr8,1335.0,Pbr8_9,316_2_6,3810.0
Pbr8_10_1335,Pbr8,1335.0,Pbr8_10,384_579_19,70181.0
Pbr8_11_1335,Pbr8,1335.0,Pbr8_11,450_638_20,70730.0
Pbr8_12_1335,Pbr8,1335.0,Pbr8_12,472_475_19,69174.0
Pbr8_13_1335,Pbr8,1335.0,Pbr8_13,506_1093_20,61846.0
Pbr8_14_1335,Pbr8,1335.0,Pbr8_14,544_436_19,69295.0
Pbr8_15_1335,Pbr8,1335.0,Pbr8_15,596_346_20,79989.0
Pbr8_16_1335,Pbr8,1335.0,Pbr8_16,687_912_20,74628.0
Pbr8_17_1335,Pbr8,1335.0,Pbr8_17,710_81_9,11851.0
Pbr8_18_1335,Pbr8,1335.0,Pbr8_18,778_95_9,17227.0
Pbr8_19_1335,Pbr8,1335.0,Pbr8_19,814_617_20,75421.0
Pbr8_20_1335,Pbr8,1335.0,Pbr8_20,903_515_18,68517.0
Pbr8_21_1335,Pbr8,1335.0,Pbr8_21,945_898_25,65557.0
Pbr8_22_1335,Pbr8,1335.0,Pbr8_22,947_835_19,58943.0
Pbr8_23_1335,Pbr8,1335.0,Pbr8_23,1024_550_20,77724.0
Pbr8_0_2348,Pbr8,2348.0,Pbr8_0,11_868_16,51145.0
Pbr8_1_2348,Pbr8,2348.0,Pbr8_1,71_819_19,73043.0
Pbr8_2_2348,Pbr8,2348.0,Pbr8_2,83_620_19,75039.0
Pbr8_3_2348,Pbr8,2348.0,Pbr8_3,174_529_8,14896.0
Pbr8_4_2348,Pbr8,2348.0,Pbr8_4,200_211_20,95636.0
Pbr8_5_2348,Pbr8,2348.0,Pbr8_5,214_569_20,85570.0
Pbr8_6_2348,Pbr8,2348.0,Pbr8_6,256_516_19,80519.0
Pbr8_7_2348,Pbr8,2348.0,Pbr8_7,311_898_20,87078.0
Pbr8_8_2348,Pbr8,2348.0,Pbr8_8,327_223_20,94341.0
Pbr8_9_2348,Pbr8,2348.0,Pbr8_9,316_2_6,4087.0
Pbr8_10_2348,Pbr8,2348.0,Pbr8_10,384_579_19,82682.0
Pbr8_11_2348,Pbr8,2348.0,Pbr8_11,450_638_20,84518.0
Pbr8_12_2348,Pbr8,2348.0,Pbr8_12,472_475_19,81720.0
Pbr8_13_2348,Pbr8,2348.0,Pbr8_13,506_1093_20,74878.0
Pbr8_14_2348,Pbr8,2348.0,Pbr8_14,544_436_19,81471.0
Pbr8_15_2348,Pbr8,2348.0,Pbr8_15,596_346_20,92721.0
Pbr8_16_2348,Pbr8,2348.0,Pbr8_16,687_912_20,88720.0
Pbr8_17_2348,Pbr8,2348.0,Pbr8_17,710_81_9,12793.0
Pbr8_18_2348,Pbr8,2348.0,Pbr8_18,778_95_9,18839.0
Pbr8_19_2348,Pbr8,2348.0,Pbr8_19,814_617_20,89367.0
Pbr8_20_2348,Pbr8,2348.0,Pbr8_20,903_515_18,81202.0
Pbr8_21_2348,Pbr8,2348.0,Pbr8_21,945_898_25,78453.0
Pbr8_22_2348,Pbr8,2348.0,Pbr8_22,947_835_19,68854.0
Pbr8_23_2348,Pbr8,2348.0,Pbr8_23,1024_550_20,89819.0
Pbr8_0_967,Pbr8,967.0,Pbr8_0,11_868_16,38213.0
Pbr8_1_967,Pbr8,967.0,Pbr8_1,71_819_19,56728.0
Pbr8_2_967,Pbr8,967.0,Pbr8_2,83_620_19,60378.0
Pbr8_3_967,Pbr8,967.0,Pbr8_3,174_529_8,12882.0
Pbr8_4_967,Pbr8,967.0,Pbr8_4,200_211_20,77477.0
Pbr8_5_967,Pbr8,967.0,Pbr8_5,214_569_20,67153.0
Pbr8_6_967,Pbr8,967.0,Pbr8_6,256_516_19,64765.0
Pbr8_7_967,Pbr8,967.0,Pbr8_7,311_898_20,69295.0
Pbr8_8_967,Pbr8,967.0,Pbr8_8,327_223_20,78110.0
Pbr8_9_967,Pbr8,967.0,Pbr8_9,316_2_6,3784.0
Pbr8_10_967,Pbr8,967.0,Pbr8_10,384_579_19,66304.0
Pbr8_11_967,Pbr8,967.0,Pbr8_11,450_638_20,66374.0
Pbr8_12_967,Pbr8,967.0,Pbr8_12,472_475_19,65270.0
Pbr8_13_967,Pbr8,967.0,Pbr8_13,506_1093_20,58095.0
Pbr8_14_967,Pbr8,967.0,Pbr8_14,544_436_19,65060.0
Pbr8_15_967,Pbr8,967.0,Pbr8_15,596_346_20,75801.0
Pbr8_16_967,Pbr8,967.0,Pbr8_16,687_912_20,70080.0
Pbr8_17_967,Pbr8,967.0,Pbr8_17,710_81_9,11280.0
Pbr8_18_967,Pbr8,967.0,Pbr8_18,778_95_9,16587.0
Pbr8_19_967,Pbr8,967.0,Pbr8_19,814_617_20,71282.0
Pbr8_20_967,Pbr8,967.0,Pbr8_20,903_515_18,64430.0
Pbr8_21_967,Pbr8,967.0,Pbr8_21,945_898_25,60601.0
Pbr8_22_967,Pbr8,967.0,Pbr8_22,947_835_19,55464.0
Pbr8_23_967,Pbr8,967.0,Pbr8_23,1024_550_20,73397.0
Pbr8_0_230,Pbr8,230.0,Pbr8_0,11_868_16,34817.0
Pbr8_1_230,Pbr8,230.0,Pbr8_1,71_819_19,52650.0
Pbr8_2_230,Pbr8,230.0,Pbr8_2,83_620_19,56076.0
Pbr8_3_230,Pbr8,230.0,Pbr8_3,174_529_8,11624.0
Pbr8_4_230,Pbr8,230.0,Pbr8_4,200_211_20,73675.0
Pbr8_5_230,Pbr8,230.0,Pbr8_5,214_569_20,63178.0
Pbr8_6_230,Pbr8,230.0,Pbr8_6,256_516_19,60087.0
Pbr8_7_230,Pbr8,230.0,Pbr8_7,311_898_20,63772.0
Pbr8_8_230,Pbr8,230.0,Pbr8_8,327_223_20,73788.0
Pbr8_9_230,Pbr8,230.0,Pbr8_9,316_2_6,3761.0
Pbr8_10_230,Pbr8,230.0,Pbr8_10,384_579_19,61349.0
Pbr8_11_230,Pbr8,230.0,Pbr8_11,450_638_20,62240.0
Pbr8_12_230,Pbr8,230.0,Pbr8_12,472_475_19,60018.0
Pbr8_13_230,Pbr8,230.0,Pbr8_13,506_1093_20,52725.0
Pbr8_14_230,Pbr8,230.0,Pbr8_14,544_436_19,60837.0
Pbr8_15_230,Pbr8,230.0,Pbr8_15,596_346_20,70697.0
Pbr8_16_230,Pbr8,230.0,Pbr8_16,687_912_20,66014.0
Pbr8_17_230,Pbr8,230.0,Pbr8_17,710_81_9,10305.0
Pbr8_18_230,Pbr8,230.0,Pbr8_18,778_95_9,15207.0
Pbr8_19_230,Pbr8,230.0,Pbr8_19,814_617_20,66560.0
Pbr8_20_230,Pbr8,230.0,Pbr8_20,903_515_18,61306.0
Pbr8_21_230,Pbr8,230.0,Pbr8_21,945_898_25,56694.0
Pbr8_22_230,Pbr8,230.0,Pbr8_22,947_835_19,51965.0
Pbr8_23_230,Pbr8,230.0,Pbr8_23,1024_550_20,69840.0
Pbr8_0_184,Pbr8,184.0,Pbr8_0,11_868_16,34606.0
Pbr8_1_184,Pbr8,184.0,Pbr8_1,71_819_19,52501.0
Pbr8_2_184,Pbr8,184.0,Pbr8_2,83_620_19,55966.0
Pbr8_3_184,Pbr8,184.0,Pbr8_3,174_529_8,11580.0
Pbr8_4_184,Pbr8,184.0,Pbr8_4,200_211_20,73575.0
Pbr8_5_184,Pbr8,184.0,Pbr8_5,214_569_20,63020.0
Pbr8_6_184,Pbr8,184.0,Pbr8_6,256_516_19,59956.0
Pbr8_7_184,Pbr8,184.0,Pbr8_7,311_898_20,63622.0
Pbr8_8_184,Pbr8,184.0,Pbr8_8,327_223_20,73795.0
Pbr8_9_184,Pbr8,184.0,Pbr8_9,316_2_6,3748.0
Pbr8_10_184,Pbr8,184.0,Pbr8_10,384_579_19,61258.0
Pbr8_11_184,Pbr8,184.0,Pbr8_11,450_638_20,62080.0
Pbr8_12_184,Pbr8,184.0,Pbr8_12,472_475_19,59756.0
Pbr8_13_184,Pbr8,184.0,Pbr8_13,506_1093_20,52608.0
Pbr8_14_184,Pbr8,184.0,Pbr8_14,544_436_19,60704.0
Pbr8_15_184,Pbr8,184.0,Pbr8_15,596_346_20,70572.0
Pbr8_16_184,Pbr8,184.0,Pbr8_16,687_912_20,65964.0
Pbr8_17_184,Pbr8,184.0,Pbr8_17,710_81_9,10256.0
Pbr8_18_184,Pbr8,184.0,Pbr8_18,778_95_9,15165.0
Pbr8_19_184,Pbr8,184.0,Pbr8_19,814_617_20,66418.0
Pbr8_20_184,Pbr8,184.0,Pbr8_20,903_515_18,61245.0
Pbr8_21_184,Pbr8,184.0,Pbr8_21,945_898_25,56587.0
Pbr8_22_184,Pbr8,184.0,Pbr8_22,947_835_19,51837.0
Pbr8_23_184,Pbr8,184.0,Pbr8_23,1024_550_20,69762.0
Pbr8_0_782,Pbr8,782.0,Pbr8_0,11_868_16,36988.0
Pbr8_1_782,Pbr8,782.0,Pbr8_1,71_819_19,54972.0
Pbr8_2_782,Pbr8,782.0,Pbr8_2,83_620_19,59062.0
Pbr8_3_782,Pbr8,782.0,Pbr8_3,174_529_8,12486.0
Pbr8_4_782,Pbr8,782.0,Pbr8_4,200_211_20,76176.0
Pbr8_5_782,Pbr8,782.0,Pbr8_5,214_569_20,65879.0
Pbr8_6_782,Pbr8,782.0,Pbr8_6,256_516_19,63129.0
Pbr8_7_782,Pbr8,782.0,Pbr8_7,311_898_20,67534.0
Pbr8_8_782,Pbr8,782.0,Pbr8_8,327_223_20,76669.0
Pbr8_9_782,Pbr8,782.0,Pbr8_9,316_2_6,3779.0
Pbr8_10_782,Pbr8,782.0,Pbr8_10,384_579_19,64609.0
Pbr8_11_782,Pbr8,782.0,Pbr8_11,450_638_20,64964.0
Pbr8_12_782,Pbr8,782.0,Pbr8_12,472_475_19,63129.0
Pbr8_13_782,Pbr8,782.0,Pbr8_13,506_1093_20,56153.0
Pbr8_14_782,Pbr8,782.0,Pbr8_14,544_436_19,63335.0
Pbr8_15_782,Pbr8,782.0,Pbr8_15,596_346_20,74177.0
Pbr8_16_782,Pbr8,782.0,Pbr8_16,687_912_20,68677.0
Pbr8_17_782,Pbr8,782.0,Pbr8_17,710_81_9,10992.0
Pbr8_18_782,Pbr8,782.0,Pbr8_18,778_95_9,16262.0
Pbr8_19_782,Pbr8,782.0,Pbr8_19,814_617_20,69656.0
Pbr8_20_782,Pbr8,782.0,Pbr8_20,903_515_18,63217.0
Pbr8_21_782,Pbr8,782.0,Pbr8_21,945_898_25,58779.0
Pbr8_22_782,Pbr8,782.0,Pbr8_22,947_835_19,54257.0
Pbr8_23_782,Pbr8,782.0,Pbr8_23,1024_550_20,71962.0
Pbr8_0_1657,Pbr8,1657.0,Pbr8_0,11_868_16,44738.0
Pbr8_1_1657,Pbr8,1657.0,Pbr8_1,71_819_19,64567.0
Pbr8_2_1657,Pbr8,1657.0,Pbr8_2,83_620_19,67173.0
Pbr8_3_1657,Pbr8,1657.0,Pbr8_3,174_529_8,13940.0
Pbr8_4_1657,Pbr8,1657.0,Pbr8_4,200_211_20,86913.0
Pbr8_5_1657,Pbr8,1657.0,Pbr8_5,214_569_20,76238.0
Pbr8_6_1657,Pbr8,1657.0,Pbr8_6,256_516_19,72748.0
Pbr8_7_1657,Pbr8,1657.0,Pbr8_7,311_898_20,77696.0
Pbr8_8_1657,Pbr8,1657.0,Pbr8_8,327_223_20,86555.0
Pbr8_9_1657,Pbr8,1657.0,Pbr8_9,316_2_6,3827.0
Pbr8_10_1657,Pbr8,1657.0,Pbr8_10,384_579_19,74076.0
Pbr8_11_1657,Pbr8,1657.0,Pbr8_11,450_638_20,75204.0
Pbr8_12_1657,Pbr8,1657.0,Pbr8_12,472_475_19,73061.0
Pbr8_13_1657,Pbr8,1657.0,Pbr8_13,506_1093_20,66052.0
Pbr8_14_1657,Pbr8,1657.0,Pbr8_14,544_436_19,73069.0
Pbr8_15_1657,Pbr8,1657.0,Pbr8_15,596_346_20,83820.0
Pbr8_16_1657,Pbr8,1657.0,Pbr8_16,687_912_20,79137.0
Pbr8_17_1657,Pbr8,1657.0,Pbr8_17,710_81_9,12235.0
Pbr8_18_1657,Pbr8,1657.0,Pbr8_18,778_95_9,17732.0
Pbr8_19_1657,Pbr8,1657.0,Pbr8_19,814_617_20,79814.0
Pbr8_20_1657,Pbr8,1657.0,Pbr8_20,903_515_18,72825.0
Pbr8_21_1657,Pbr8,1657.0,Pbr8_21,945_898_25,69833.0
Pbr8_22_1657,Pbr8,1657.0,Pbr8_22,947_835_19,62129.0
Pbr8_23_1657,Pbr8,1657.0,Pbr8_23,1024_550_20,82172.0
Pbr8_0_644,Pbr8,644.0,Pbr8_0,11_868_16,36186.0
Pbr8_1_644,Pbr8,644.0,Pbr8_1,71_819_19,54165.0
Pbr8_2_644,Pbr8,644.0,Pbr8_2,83_620_19,58233.0
Pbr8_3_644,Pbr8,644.0,Pbr8_3,174_529_8,12213.0
Pbr8_4_644,Pbr8,644.0,Pbr8_4,200_211_20,75205.0
Pbr8_5_644,Pbr8,644.0,Pbr8_5,214_569_20,65027.0
Pbr8_6_644,Pbr8,644.0,Pbr8_6,256_516_19,61903.0
Pbr8_7_644,Pbr8,644.0,Pbr8_7,311_898_20,66118.0
Pbr8_8_644,Pbr8,644.0,Pbr8_8,327_223_20,75789.0
Pbr8_9_644,Pbr8,644.0,Pbr8_9,316_2_6,3773.0
Pbr8_10_644,Pbr8,644.0,Pbr8_10,384_579_19,63439.0
Pbr8_11_644,Pbr8,644.0,Pbr8_11,450_638_20,63873.0
Pbr8_12_644,Pbr8,644.0,Pbr8_12,472_475_19,61853.0
Pbr8_13_644,Pbr8,644.0,Pbr8_13,506_1093_20,54958.0
Pbr8_14_644,Pbr8,644.0,Pbr8_14,544_436_19,62248.0
Pbr8_15_644,Pbr8,644.0,Pbr8_15,596_346_20,72963.0
Pbr8_16_644,Pbr8,644.0,Pbr8_16,687_912_20,67624.0
Pbr8_17_644,Pbr8,644.0,Pbr8_17,710_81_9,10841.0
Pbr8_18_644,Pbr8,644.0,Pbr8_18,778_95_9,15954.0
Pbr8_19_644,Pbr8,644.0,Pbr8_19,814_617_20,68570.0
Pbr8_20_644,Pbr8,644.0,Pbr8_20,903_515_18,62325.0
Pbr8_21_644,Pbr8,644.0,Pbr8_21,945_898_25,57536.0
Pbr8_22_644,Pbr8,644.0,Pbr8_22,947_835_19,53384.0
Pbr8_23_644,Pbr8,644.0,Pbr8_23,1024_550_20,71133.0
Pbr8_0_2072,Pbr8,2072.0,Pbr8_0,11_868_16,48423.0
Pbr8_1_2072,Pbr8,2072.0,Pbr8_1,71_819_19,69583.0
Pbr8_2_2072,Pbr8,2072.0,Pbr8_2,83_620_19,71910.0
Pbr8_3_2072,Pbr8,2072.0,Pbr8_3,174_529_8,14567.0
Pbr8_4_2072,Pbr8,2072.0,Pbr8_4,200_211_20,92040.0
Pbr8_5_2072,Pbr8,2072.0,Pbr8_5,214_569_20,81678.0
Pbr8_6_2072,Pbr8,2072.0,Pbr8_6,256_516_19,77457.0
Pbr8_7_2072,Pbr8,2072.0,Pbr8_7,311_898_20,83217.0
Pbr8_8_2072,Pbr8,2072.0,Pbr8_8,327_223_20,91106.0
Pbr8_9_2072,Pbr8,2072.0,Pbr8_9,316_2_6,3900.0
Pbr8_10_2072,Pbr8,2072.0,Pbr8_10,384_579_19,79134.0
Pbr8_11_2072,Pbr8,2072.0,Pbr8_11,450_638_20,80795.0
Pbr8_12_2072,Pbr8,2072.0,Pbr8_12,472_475_19,78173.0
Pbr8_13_2072,Pbr8,2072.0,Pbr8_13,506_1093_20,71942.0
Pbr8_14_2072,Pbr8,2072.0,Pbr8_14,544_436_19,78205.0
Pbr8_15_2072,Pbr8,2072.0,Pbr8_15,596_346_20,89373.0
Pbr8_16_2072,Pbr8,2072.0,Pbr8_16,687_912_20,84938.0
Pbr8_17_2072,Pbr8,2072.0,Pbr8_17,710_81_9,12599.0
Pbr8_18_2072,Pbr8,2072.0,Pbr8_18,778_95_9,18481.0
Pbr8_19_2072,Pbr8,2072.0,Pbr8_19,814_617_20,85619.0
Pbr8_20_2072,Pbr8,2072.0,Pbr8_20,903_515_18,77954.0
Pbr8_21_2072,Pbr8,2072.0,Pbr8_21,945_898_25,75159.0
Pbr8_22_2072,Pbr8,2072.0,Pbr8_22,947_835_19,65996.0
Pbr8_23_2072,Pbr8,2072.0,Pbr8_23,1024_550_20,86762.0
Pbr8_0_1427,Pbr8,1427.0,Pbr8_0,11_868_16,42203.0
Pbr8_1_1427,Pbr8,1427.0,Pbr8_1,71_819_19,62073.0
Pbr8_2_1427,Pbr8,1427.0,Pbr8_2,83_620_19,64261.0
Pbr8_3_1427,Pbr8,1427.0,Pbr8_3,174_529_8,13572.0
Pbr8_4_1427,Pbr8,1427.0,Pbr8_4,200_211_20,84026.0
Pbr8_5_1427,Pbr8,1427.0,Pbr8_5,214_569_20,72901.0
Pbr8_6_1427,Pbr8,1427.0,Pbr8_6,256_516_19,69999.0
Pbr8_7_1427,Pbr8,1427.0,Pbr8_7,311_898_20,74431.0
Pbr8_8_1427,Pbr8,1427.0,Pbr8_8,327_223_20,83350.0
Pbr8_9_1427,Pbr8,1427.0,Pbr8_9,316_2_6,3813.0
Pbr8_10_1427,Pbr8,1427.0,Pbr8_10,384_579_19,71298.0
Pbr8_11_1427,Pbr8,1427.0,Pbr8_11,450_638_20,72080.0
Pbr8_12_1427,Pbr8,1427.0,Pbr8_12,472_475_19,70253.0
Pbr8_13_1427,Pbr8,1427.0,Pbr8_13,506_1093_20,62849.0
Pbr8_14_1427,Pbr8,1427.0,Pbr8_14,544_436_19,70352.0
Pbr8_15_1427,Pbr8,1427.0,Pbr8_15,596_346_20,80925.0
Pbr8_16_1427,Pbr8,1427.0,Pbr8_16,687_912_20,75674.0
Pbr8_17_1427,Pbr8,1427.0,Pbr8_17,710_81_9,11951.0
Pbr8_18_1427,Pbr8,1427.0,Pbr8_18,778_95_9,17390.0
Pbr8_19_1427,Pbr8,1427.0,Pbr8_19,814_617_20,76535.0
Pbr8_20_1427,Pbr8,1427.0,Pbr8_20,903_515_18,69812.0
Pbr8_21_1427,Pbr8,1427.0,Pbr8_21,945_898_25,66325.0
Pbr8_22_1427,Pbr8,1427.0,Pbr8_22,947_835_19,59772.0
Pbr8_23_1427,Pbr8,1427.0,Pbr8_23,1024_550_20,78935.0
Pbr8_0_2716,Pbr8,2716.0,Pbr8_0,11_868_16,53559.0
Pbr8_1_2716,Pbr8,2716.0,Pbr8_1,71_819_19,77528.0
Pbr8_2_2716,Pbr8,2716.0,Pbr8_2,83_620_19,78944.0
