,Cell_type,Time,Spot,Spot_loc,Growth,Growth_normalized
WTKO_2_2902,WTKO,2902.0,WTKO_2,168_817_11,27810.0,9780.0
WTKO_3_2902,WTKO,2902.0,WTKO_3,176_137_14,42359.0,14443.0
WTKO_4_2902,WTKO,2902.0,WTKO_4,216_333_13,34556.0,12090.0
WTKO_5_2902,WTKO,2902.0,WTKO_5,339_1068_13,38101.0,12877.0
WTKO_6_2902,WTKO,2902.0,WTKO_6,425_166_14,38174.0,12989.0
WTKO_7_2902,WTKO,2902.0,WTKO_7,456_219_15,39514.0,12469.0
WTKO_8_2902,WTKO,2902.0,WTKO_8,457_783_13,38094.0,13051.0
WTKO_9_2902,WTKO,2902.0,WTKO_9,481_1014_14,37747.0,13408.0
WTKO_10_2902,WTKO,2902.0,WTKO_10,565_300_28,105070.0,34123.0
WTKO_11_2902,WTKO,2902.0,WTKO_11,589_401_12,32244.0,10672.0
WTKO_12_2902,WTKO,2902.0,WTKO_12,626_352_14,33506.0,10742.0
WTKO_13_2902,WTKO,2902.0,WTKO_13,697_1013_14,37831.0,12556.0
WTKO_14_2902,WTKO,2902.0,WTKO_14,755_990_13,32516.0,10846.0
WTKO_15_2902,WTKO,2902.0,WTKO_15,773_975_9,18261.0,5974.0
WTKO_16_2902,WTKO,2902.0,WTKO_16,961_178_23,98458.0,29665.0
WTKO_17_2902,WTKO,2902.0,WTKO_17,971_621_13,36835.0,12386.0
WTKO_18_2902,WTKO,2902.0,WTKO_18,983_804_18,51352.0,17871.0
WTKO_19_2902,WTKO,2902.0,WTKO_19,1022_1023_10,23345.0,7352.0
WTKO_20_2902,WTKO,2902.0,WTKO_20,1087_1086_17,33554.0,0.0
WTKO_0_1760,WTKO,1760.0,WTKO_0,6_921_9,15622.0,4934.0
WTKO_1_1760,WTKO,1760.0,WTKO_1,70_690_14,38960.0,13801.0
WTKO_2_1760,WTKO,1760.0,WTKO_2,168_817_11,26875.0,8845.0
WTKO_3_1760,WTKO,1760.0,WTKO_3,176_137_14,42108.0,14192.0
WTKO_4_1760,WTKO,1760.0,WTKO_4,216_333_13,33395.0,10929.0
WTKO_5_1760,WTKO,1760.0,WTKO_5,339_1068_13,36635.0,11411.0
WTKO_6_1760,WTKO,1760.0,WTKO_6,425_166_14,38670.0,13485.0
WTKO_7_1760,WTKO,1760.0,WTKO_7,456_219_15,39145.0,12100.0
WTKO_8_1760,WTKO,1760.0,WTKO_8,457_783_13,36142.0,11099.0
WTKO_9_1760,WTKO,1760.0,WTKO_9,481_1014_14,36601.0,12262.0
WTKO_10_1760,WTKO,1760.0,WTKO_10,565_300_28,106283.0,35336.0
WTKO_11_1760,WTKO,1760.0,WTKO_11,589_401_12,30757.0,9185.0
WTKO_12_1760,WTKO,1760.0,WTKO_12,626_352_14,33482.0,10718.0
WTKO_13_1760,WTKO,1760.0,WTKO_13,697_1013_14,36603.0,11328.0
WTKO_14_1760,WTKO,1760.0,WTKO_14,755_990_13,32253.0,10583.0
WTKO_15_1760,WTKO,1760.0,WTKO_15,773_975_9,17264.0,4977.0
WTKO_16_1760,WTKO,1760.0,WTKO_16,961_178_23,94358.0,25565.0
WTKO_17_1760,WTKO,1760.0,WTKO_17,971_621_13,34630.0,10181.0
WTKO_18_1760,WTKO,1760.0,WTKO_18,983_804_18,49920.0,16439.0
WTKO_19_1760,WTKO,1760.0,WTKO_19,1022_1023_10,22927.0,6934.0
WTKO_20_1760,WTKO,1760.0,WTKO_20,1087_1086_17,33949.0,0.0
WTKO_0_1945,WTKO,1945.0,WTKO_0,6_921_9,15730.0,5042.0
WTKO_1_1945,WTKO,1945.0,WTKO_1,70_690_14,39150.0,13991.0
WTKO_2_1945,WTKO,1945.0,WTKO_2,168_817_11,27104.0,9074.0
WTKO_3_1945,WTKO,1945.0,WTKO_3,176_137_14,42110.0,14194.0
WTKO_4_1945,WTKO,1945.0,WTKO_4,216_333_13,33704.0,11238.0
WTKO_5_1945,WTKO,1945.0,WTKO_5,339_1068_13,37112.0,11888.0
WTKO_6_1945,WTKO,1945.0,WTKO_6,425_166_14,38720.0,13535.0
WTKO_7_1945,WTKO,1945.0,WTKO_7,456_219_15,39317.0,12272.0
WTKO_8_1945,WTKO,1945.0,WTKO_8,457_783_13,36502.0,11459.0
WTKO_9_1945,WTKO,1945.0,WTKO_9,481_1014_14,37026.0,12687.0
WTKO_10_1945,WTKO,1945.0,WTKO_10,565_300_28,106973.0,36026.0
WTKO_11_1945,WTKO,1945.0,WTKO_11,589_401_12,31026.0,9454.0
WTKO_12_1945,WTKO,1945.0,WTKO_12,626_352_14,33439.0,10675.0
WTKO_13_1945,WTKO,1945.0,WTKO_13,697_1013_14,37010.0,11735.0
WTKO_14_1945,WTKO,1945.0,WTKO_14,755_990_13,32518.0,10848.0
WTKO_15_1945,WTKO,1945.0,WTKO_15,773_975_9,17491.0,5204.0
WTKO_16_1945,WTKO,1945.0,WTKO_16,961_178_23,96022.0,27229.0
WTKO_17_1945,WTKO,1945.0,WTKO_17,971_621_13,35101.0,10652.0
WTKO_18_1945,WTKO,1945.0,WTKO_18,983_804_18,50404.0,16923.0
WTKO_19_1945,WTKO,1945.0,WTKO_19,1022_1023_10,23077.0,7084.0
WTKO_20_1945,WTKO,1945.0,WTKO_20,1087_1086_17,33949.0,0.0
WTKO_0_2069,WTKO,2069.0,WTKO_0,6_921_9,15737.0,5049.0
WTKO_1_2069,WTKO,2069.0,WTKO_1,70_690_14,39262.0,14103.0
WTKO_2_2069,WTKO,2069.0,WTKO_2,168_817_11,27266.0,9236.0
WTKO_3_2069,WTKO,2069.0,WTKO_3,176_137_14,42008.0,14092.0
WTKO_4_2069,WTKO,2069.0,WTKO_4,216_333_13,33834.0,11368.0
WTKO_5_2069,WTKO,2069.0,WTKO_5,339_1068_13,37296.0,12072.0
WTKO_6_2069,WTKO,2069.0,WTKO_6,425_166_14,38490.0,13305.0
WTKO_7_2069,WTKO,2069.0,WTKO_7,456_219_15,39191.0,12146.0
WTKO_8_2069,WTKO,2069.0,WTKO_8,457_783_13,36815.0,11772.0
WTKO_9_2069,WTKO,2069.0,WTKO_9,481_1014_14,37070.0,12731.0
WTKO_10_2069,WTKO,2069.0,WTKO_10,565_300_28,106632.0,35685.0
WTKO_11_2069,WTKO,2069.0,WTKO_11,589_401_12,31241.0,9669.0
WTKO_12_2069,WTKO,2069.0,WTKO_12,626_352_14,33355.0,10591.0
WTKO_13_2069,WTKO,2069.0,WTKO_13,697_1013_14,37113.0,11838.0
WTKO_14_2069,WTKO,2069.0,WTKO_14,755_990_13,32432.0,10762.0
WTKO_15_2069,WTKO,2069.0,WTKO_15,773_975_9,17603.0,5316.0
WTKO_16_2069,WTKO,2069.0,WTKO_16,961_178_23,96943.0,28150.0
WTKO_17_2069,WTKO,2069.0,WTKO_17,971_621_13,35536.0,11087.0
WTKO_18_2069,WTKO,2069.0,WTKO_18,983_804_18,50596.0,17115.0
WTKO_19_2069,WTKO,2069.0,WTKO_19,1022_1023_10,23089.0,7096.0
WTKO_20_2069,WTKO,2069.0,WTKO_20,1087_1086_17,33948.0,0.0
WTKO_0_371,WTKO,371.0,WTKO_0,6_921_9,10684.0,0.0
WTKO_1_371,WTKO,371.0,WTKO_1,70_690_14,25325.0,166.0
WTKO_2_371,WTKO,371.0,WTKO_2,168_817_11,18092.0,62.0
WTKO_3_371,WTKO,371.0,WTKO_3,176_137_14,28105.0,189.0
WTKO_4_371,WTKO,371.0,WTKO_4,216_333_13,22613.0,147.0
WTKO_5_371,WTKO,371.0,WTKO_5,339_1068_13,25256.0,32.0
WTKO_6_371,WTKO,371.0,WTKO_6,425_166_14,25327.0,142.0
WTKO_7_371,WTKO,371.0,WTKO_7,456_219_15,27318.0,273.0
WTKO_8_371,WTKO,371.0,WTKO_8,457_783_13,25048.0,5.0
WTKO_9_371,WTKO,371.0,WTKO_9,481_1014_14,24477.0,138.0
WTKO_10_371,WTKO,371.0,WTKO_10,565_300_28,71519.0,572.0
WTKO_11_371,WTKO,371.0,WTKO_11,589_401_12,21720.0,148.0
WTKO_12_371,WTKO,371.0,WTKO_12,626_352_14,22925.0,161.0
WTKO_13_371,WTKO,371.0,WTKO_13,697_1013_14,25484.0,209.0
WTKO_14_371,WTKO,371.0,WTKO_14,755_990_13,21827.0,157.0
WTKO_15_371,WTKO,371.0,WTKO_15,773_975_9,12336.0,49.0
WTKO_16_371,WTKO,371.0,WTKO_16,961_178_23,69606.0,813.0
WTKO_17_371,WTKO,371.0,WTKO_17,971_621_13,24782.0,333.0
WTKO_18_371,WTKO,371.0,WTKO_18,983_804_18,33731.0,250.0
WTKO_19_371,WTKO,371.0,WTKO_19,1022_1023_10,16013.0,20.0
WTKO_20_371,WTKO,371.0,WTKO_20,1087_1086_17,39066.0,107.0
WTKO_0_402,WTKO,402.0,WTKO_0,6_921_9,10685.0,0.0
WTKO_1_402,WTKO,402.0,WTKO_1,70_690_14,25425.0,266.0
WTKO_2_402,WTKO,402.0,WTKO_2,168_817_11,18091.0,61.0
WTKO_3_402,WTKO,402.0,WTKO_3,176_137_14,28302.0,386.0
WTKO_4_402,WTKO,402.0,WTKO_4,216_333_13,22719.0,253.0
WTKO_5_402,WTKO,402.0,WTKO_5,339_1068_13,25440.0,216.0
WTKO_6_402,WTKO,402.0,WTKO_6,425_166_14,25466.0,281.0
WTKO_7_402,WTKO,402.0,WTKO_7,456_219_15,27414.0,369.0
WTKO_8_402,WTKO,402.0,WTKO_8,457_783_13,25128.0,85.0
WTKO_9_402,WTKO,402.0,WTKO_9,481_1014_14,24576.0,237.0
WTKO_10_402,WTKO,402.0,WTKO_10,565_300_28,71997.0,1050.0
WTKO_11_402,WTKO,402.0,WTKO_11,589_401_12,21805.0,233.0
WTKO_12_402,WTKO,402.0,WTKO_12,626_352_14,22992.0,228.0
WTKO_13_402,WTKO,402.0,WTKO_13,697_1013_14,25623.0,348.0
WTKO_14_402,WTKO,402.0,WTKO_14,755_990_13,21863.0,193.0
WTKO_15_402,WTKO,402.0,WTKO_15,773_975_9,12392.0,105.0
WTKO_16_402,WTKO,402.0,WTKO_16,961_178_23,69880.0,1087.0
WTKO_17_402,WTKO,402.0,WTKO_17,971_621_13,24863.0,414.0
WTKO_18_402,WTKO,402.0,WTKO_18,983_804_18,33893.0,412.0
WTKO_19_402,WTKO,402.0,WTKO_19,1022_1023_10,16049.0,56.0
WTKO_20_402,WTKO,402.0,WTKO_20,1087_1086_17,39142.0,183.0
WTKO_0_1575,WTKO,1575.0,WTKO_0,6_921_9,15687.0,4999.0
WTKO_1_1575,WTKO,1575.0,WTKO_1,70_690_14,38633.0,13474.0
WTKO_2_1575,WTKO,1575.0,WTKO_2,168_817_11,26809.0,8779.0
WTKO_3_1575,WTKO,1575.0,WTKO_3,176_137_14,41975.0,14059.0
WTKO_4_1575,WTKO,1575.0,WTKO_4,216_333_13,33291.0,10825.0
WTKO_5_1575,WTKO,1575.0,WTKO_5,339_1068_13,36286.0,11062.0
WTKO_6_1575,WTKO,1575.0,WTKO_6,425_166_14,38431.0,13246.0
WTKO_7_1575,WTKO,1575.0,WTKO_7,456_219_15,39136.0,12091.0
WTKO_8_1575,WTKO,1575.0,WTKO_8,457_783_13,36026.0,10983.0
WTKO_9_1575,WTKO,1575.0,WTKO_9,481_1014_14,36400.0,12061.0
WTKO_10_1575,WTKO,1575.0,WTKO_10,565_300_28,103906.0,32959.0
WTKO_11_1575,WTKO,1575.0,WTKO_11,589_401_12,30649.0,9077.0
WTKO_12_1575,WTKO,1575.0,WTKO_12,626_352_14,33486.0,10722.0
WTKO_13_1575,WTKO,1575.0,WTKO_13,697_1013_14,36421.0,11146.0
WTKO_14_1575,WTKO,1575.0,WTKO_14,755_990_13,31992.0,10322.0
WTKO_15_1575,WTKO,1575.0,WTKO_15,773_975_9,17071.0,4784.0
WTKO_16_1575,WTKO,1575.0,WTKO_16,961_178_23,92266.0,23473.0
WTKO_17_1575,WTKO,1575.0,WTKO_17,971_621_13,34297.0,9848.0
WTKO_18_1575,WTKO,1575.0,WTKO_18,983_804_18,49560.0,16079.0
WTKO_19_1575,WTKO,1575.0,WTKO_19,1022_1023_10,22875.0,6882.0
WTKO_20_1575,WTKO,1575.0,WTKO_20,1087_1086_17,34301.0,0.0
WTKO_0_2285,WTKO,2285.0,WTKO_0,6_921_9,15925.0,5237.0
WTKO_1_2285,WTKO,2285.0,WTKO_1,70_690_14,39150.0,13991.0
WTKO_2_2285,WTKO,2285.0,WTKO_2,168_817_11,27469.0,9439.0
WTKO_3_2285,WTKO,2285.0,WTKO_3,176_137_14,42171.0,14255.0
WTKO_4_2285,WTKO,2285.0,WTKO_4,216_333_13,34074.0,11608.0
WTKO_5_2285,WTKO,2285.0,WTKO_5,339_1068_13,37616.0,12392.0
WTKO_6_2285,WTKO,2285.0,WTKO_6,425_166_14,38391.0,13206.0
WTKO_7_2285,WTKO,2285.0,WTKO_7,456_219_15,39409.0,12364.0
WTKO_8_2285,WTKO,2285.0,WTKO_8,457_783_13,37252.0,12209.0
WTKO_9_2285,WTKO,2285.0,WTKO_9,481_1014_14,37317.0,12978.0
WTKO_10_2285,WTKO,2285.0,WTKO_10,565_300_28,106337.0,35390.0
WTKO_11_2285,WTKO,2285.0,WTKO_11,589_401_12,31607.0,10035.0
WTKO_12_2285,WTKO,2285.0,WTKO_12,626_352_14,33405.0,10641.0
WTKO_13_2285,WTKO,2285.0,WTKO_13,697_1013_14,37444.0,12169.0
WTKO_14_2285,WTKO,2285.0,WTKO_14,755_990_13,32516.0,10846.0
WTKO_15_2285,WTKO,2285.0,WTKO_15,773_975_9,17838.0,5551.0
WTKO_16_2285,WTKO,2285.0,WTKO_16,961_178_23,98081.0,29288.0
WTKO_17_2285,WTKO,2285.0,WTKO_17,971_621_13,36064.0,11615.0
WTKO_18_2285,WTKO,2285.0,WTKO_18,983_804_18,50890.0,17409.0
WTKO_19_2285,WTKO,2285.0,WTKO_19,1022_1023_10,23189.0,7196.0
WTKO_20_2285,WTKO,2285.0,WTKO_20,1087_1086_17,34089.0,0.0
WTKO_0_0,WTKO,0.0,WTKO_0,6_921_9,10688.0,0.0
WTKO_1_0,WTKO,0.0,WTKO_1,70_690_14,25159.0,0.0
WTKO_2_0,WTKO,0.0,WTKO_2,168_817_11,18030.0,0.0
WTKO_3_0,WTKO,0.0,WTKO_3,176_137_14,27916.0,0.0
WTKO_4_0,WTKO,0.0,WTKO_4,216_333_13,22466.0,0.0
WTKO_5_0,WTKO,0.0,WTKO_5,339_1068_13,25224.0,0.0
WTKO_6_0,WTKO,0.0,WTKO_6,425_166_14,25185.0,0.0
WTKO_7_0,WTKO,0.0,WTKO_7,456_219_15,27045.0,0.0
WTKO_8_0,WTKO,0.0,WTKO_8,457_783_13,25043.0,0.0
WTKO_9_0,WTKO,0.0,WTKO_9,481_1014_14,24339.0,0.0
WTKO_10_0,WTKO,0.0,WTKO_10,565_300_28,70947.0,0.0
WTKO_11_0,WTKO,0.0,WTKO_11,589_401_12,21572.0,0.0
WTKO_12_0,WTKO,0.0,WTKO_12,626_352_14,22764.0,0.0
WTKO_13_0,WTKO,0.0,WTKO_13,697_1013_14,25275.0,0.0
WTKO_14_0,WTKO,0.0,WTKO_14,755_990_13,21670.0,0.0
WTKO_15_0,WTKO,0.0,WTKO_15,773_975_9,12287.0,0.0
WTKO_16_0,WTKO,0.0,WTKO_16,961_178_23,68793.0,0.0
WTKO_17_0,WTKO,0.0,WTKO_17,971_621_13,24449.0,0.0
WTKO_18_0,WTKO,0.0,WTKO_18,983_804_18,33481.0,0.0
WTKO_19_0,WTKO,0.0,WTKO_19,1022_1023_10,15993.0,0.0
WTKO_20_0,WTKO,0.0,WTKO_20,1087_1086_17,38959.0,0.0
WTKO_0_957,WTKO,957.0,WTKO_0,6_921_9,16405.0,5717.0
WTKO_1_957,WTKO,957.0,WTKO_1,70_690_14,38092.0,12933.0
WTKO_2_957,WTKO,957.0,WTKO_2,168_817_11,27325.0,9295.0
WTKO_3_957,WTKO,957.0,WTKO_3,176_137_14,41421.0,13505.0
WTKO_4_957,WTKO,957.0,WTKO_4,216_333_13,33933.0,11467.0
WTKO_5_957,WTKO,957.0,WTKO_5,339_1068_13,36583.0,11359.0
WTKO_6_957,WTKO,957.0,WTKO_6,425_166_14,36993.0,11808.0
WTKO_7_957,WTKO,957.0,WTKO_7,456_219_15,38984.0,11939.0
WTKO_8_957,WTKO,957.0,WTKO_8,457_783_13,36977.0,11934.0
WTKO_9_957,WTKO,957.0,WTKO_9,481_1014_14,36214.0,11875.0
WTKO_10_957,WTKO,957.0,WTKO_10,565_300_28,96069.0,25122.0
WTKO_11_957,WTKO,957.0,WTKO_11,589_401_12,32080.0,10508.0
WTKO_12_957,WTKO,957.0,WTKO_12,626_352_14,33852.0,11088.0
WTKO_13_957,WTKO,957.0,WTKO_13,697_1013_14,36664.0,11389.0
WTKO_14_957,WTKO,957.0,WTKO_14,755_990_13,31475.0,9805.0
WTKO_15_957,WTKO,957.0,WTKO_15,773_975_9,17187.0,4900.0
WTKO_16_957,WTKO,957.0,WTKO_16,961_178_23,87302.0,18509.0
WTKO_17_957,WTKO,957.0,WTKO_17,971_621_13,35420.0,10971.0
WTKO_18_957,WTKO,957.0,WTKO_18,983_804_18,49301.0,15820.0
WTKO_19_957,WTKO,957.0,WTKO_19,1022_1023_10,23541.0,7548.0
WTKO_20_957,WTKO,957.0,WTKO_20,1087_1086_17,37260.0,0.0
WTKO_0_2871,WTKO,2871.0,WTKO_0,6_921_9,16123.0,5435.0
WTKO_1_2871,WTKO,2871.0,WTKO_1,70_690_14,39357.0,14198.0
WTKO_2_2871,WTKO,2871.0,WTKO_2,168_817_11,27775.0,9745.0
WTKO_3_2871,WTKO,2871.0,WTKO_3,176_137_14,42318.0,14402.0
WTKO_4_2871,WTKO,2871.0,WTKO_4,216_333_13,34488.0,12022.0
WTKO_5_2871,WTKO,2871.0,WTKO_5,339_1068_13,38066.0,12842.0
WTKO_6_2871,WTKO,2871.0,WTKO_6,425_166_14,38113.0,12928.0
WTKO_7_2871,WTKO,2871.0,WTKO_7,456_219_15,39497.0,12452.0
WTKO_8_2871,WTKO,2871.0,WTKO_8,457_783_13,38090.0,13047.0
WTKO_9_2871,WTKO,2871.0,WTKO_9,481_1014_14,37681.0,13342.0
WTKO_10_2871,WTKO,2871.0,WTKO_10,565_300_28,105118.0,34171.0
WTKO_11_2871,WTKO,2871.0,WTKO_11,589_401_12,32188.0,10616.0
WTKO_12_2871,WTKO,2871.0,WTKO_12,626_352_14,33500.0,10736.0
WTKO_13_2871,WTKO,2871.0,WTKO_13,697_1013_14,37791.0,12516.0
WTKO_14_2871,WTKO,2871.0,WTKO_14,755_990_13,32512.0,10842.0
WTKO_15_2871,WTKO,2871.0,WTKO_15,773_975_9,18225.0,5938.0
WTKO_16_2871,WTKO,2871.0,WTKO_16,961_178_23,98407.0,29614.0
WTKO_17_2871,WTKO,2871.0,WTKO_17,971_621_13,36789.0,12340.0
WTKO_18_2871,WTKO,2871.0,WTKO_18,983_804_18,51297.0,17816.0
WTKO_19_2871,WTKO,2871.0,WTKO_19,1022_1023_10,23325.0,7332.0
WTKO_20_2871,WTKO,2871.0,WTKO_20,1087_1086_17,33523.0,0.0
WTKO_0_2130,WTKO,2130.0,WTKO_0,6_921_9,15826.0,5138.0
WTKO_1_2130,WTKO,2130.0,WTKO_1,70_690_14,39362.0,14203.0
WTKO_2_2130,WTKO,2130.0,WTKO_2,168_817_11,27368.0,9338.0
WTKO_3_2130,WTKO,2130.0,WTKO_3,176_137_14,42134.0,14218.0
WTKO_4_2130,WTKO,2130.0,WTKO_4,216_333_13,33882.0,11416.0
WTKO_5_2130,WTKO,2130.0,WTKO_5,339_1068_13,37417.0,12193.0
WTKO_6_2130,WTKO,2130.0,WTKO_6,425_166_14,38512.0,13327.0
WTKO_7_2130,WTKO,2130.0,WTKO_7,456_219_15,39287.0,12242.0
WTKO_8_2130,WTKO,2130.0,WTKO_8,457_783_13,36997.0,11954.0
WTKO_9_2130,WTKO,2130.0,WTKO_9,481_1014_14,37157.0,12818.0
WTKO_10_2130,WTKO,2130.0,WTKO_10,565_300_28,106634.0,35687.0
WTKO_11_2130,WTKO,2130.0,WTKO_11,589_401_12,31293.0,9721.0
WTKO_12_2130,WTKO,2130.0,WTKO_12,626_352_14,33319.0,10555.0
WTKO_13_2130,WTKO,2130.0,WTKO_13,697_1013_14,37222.0,11947.0
WTKO_14_2130,WTKO,2130.0,WTKO_14,755_990_13,32497.0,10827.0
WTKO_15_2130,WTKO,2130.0,WTKO_15,773_975_9,17679.0,5392.0
WTKO_16_2130,WTKO,2130.0,WTKO_16,961_178_23,97293.0,28500.0
WTKO_17_2130,WTKO,2130.0,WTKO_17,971_621_13,35702.0,11253.0
WTKO_18_2130,WTKO,2130.0,WTKO_18,983_804_18,50792.0,17311.0
WTKO_19_2130,WTKO,2130.0,WTKO_19,1022_1023_10,23119.0,7126.0
WTKO_20_2130,WTKO,2130.0,WTKO_20,1087_1086_17,34093.0,0.0
WTKO_0_1606,WTKO,1606.0,WTKO_0,6_921_9,15666.0,4978.0
WTKO_1_1606,WTKO,1606.0,WTKO_1,70_690_14,38627.0,13468.0
WTKO_2_1606,WTKO,1606.0,WTKO_2,168_817_11,26714.0,8684.0
WTKO_3_1606,WTKO,1606.0,WTKO_3,176_137_14,41888.0,13972.0
WTKO_4_1606,WTKO,1606.0,WTKO_4,216_333_13,33459.0,10993.0
WTKO_5_1606,WTKO,1606.0,WTKO_5,339_1068_13,36390.0,11166.0
WTKO_6_1606,WTKO,1606.0,WTKO_6,425_166_14,38502.0,13317.0
WTKO_7_1606,WTKO,1606.0,WTKO_7,456_219_15,39103.0,12058.0
WTKO_8_1606,WTKO,1606.0,WTKO_8,457_783_13,36015.0,10972.0
WTKO_9_1606,WTKO,1606.0,WTKO_9,481_1014_14,36568.0,12229.0
WTKO_10_1606,WTKO,1606.0,WTKO_10,565_300_28,104418.0,33471.0
WTKO_11_1606,WTKO,1606.0,WTKO_11,589_401_12,30734.0,9162.0
WTKO_12_1606,WTKO,1606.0,WTKO_12,626_352_14,33677.0,10913.0
WTKO_13_1606,WTKO,1606.0,WTKO_13,697_1013_14,36570.0,11295.0
WTKO_14_1606,WTKO,1606.0,WTKO_14,755_990_13,32031.0,10361.0
WTKO_15_1606,WTKO,1606.0,WTKO_15,773_975_9,17086.0,4799.0
WTKO_16_1606,WTKO,1606.0,WTKO_16,961_178_23,92591.0,23798.0
WTKO_17_1606,WTKO,1606.0,WTKO_17,971_621_13,34235.0,9786.0
WTKO_18_1606,WTKO,1606.0,WTKO_18,983_804_18,49443.0,15962.0
WTKO_19_1606,WTKO,1606.0,WTKO_19,1022_1023_10,22973.0,6980.0
WTKO_20_1606,WTKO,1606.0,WTKO_20,1087_1086_17,34228.0,0.0
WTKO_0_1389,WTKO,1389.0,WTKO_0,6_921_9,16080.0,5392.0
WTKO_1_1389,WTKO,1389.0,WTKO_1,70_690_14,38665.0,13506.0
WTKO_2_1389,WTKO,1389.0,WTKO_2,168_817_11,27086.0,9056.0
WTKO_3_1389,WTKO,1389.0,WTKO_3,176_137_14,42141.0,14225.0
WTKO_4_1389,WTKO,1389.0,WTKO_4,216_333_13,33891.0,11425.0
WTKO_5_1389,WTKO,1389.0,WTKO_5,339_1068_13,36650.0,11426.0
WTKO_6_1389,WTKO,1389.0,WTKO_6,425_166_14,38201.0,13016.0
WTKO_7_1389,WTKO,1389.0,WTKO_7,456_219_15,39408.0,12363.0
WTKO_8_1389,WTKO,1389.0,WTKO_8,457_783_13,36517.0,11474.0
WTKO_9_1389,WTKO,1389.0,WTKO_9,481_1014_14,36920.0,12581.0
WTKO_10_1389,WTKO,1389.0,WTKO_10,565_300_28,101328.0,30381.0
WTKO_11_1389,WTKO,1389.0,WTKO_11,589_401_12,31445.0,9873.0
WTKO_12_1389,WTKO,1389.0,WTKO_12,626_352_14,34009.0,11245.0
