Spot,Time,Growth,Growth_normalized
TetR+Tet_20,2871,24715,4552
TetR+Tet_20,2902,24727,4564
TetR+Tet_21,0,46590,0
TetR+Tet_21,30,46192,0
TetR+Tet_21,61,45828,0
TetR+Tet_21,92,45759,0
TetR+Tet_21,123,45835,0
TetR+Tet_21,154,45710,0
TetR+Tet_21,185,45673,0
TetR+Tet_21,216,45586,0
TetR+Tet_21,247,45540,0
TetR+Tet_21,278,45638,0
TetR+Tet_21,309,45629,0
TetR+Tet_21,340,45703,0
TetR+Tet_21,371,45643,0
TetR+Tet_21,402,45533,0
TetR+Tet_21,432,45510,0
TetR+Tet_21,463,45571,0
TetR+Tet_21,494,45532,0
TetR+Tet_21,525,45547,0
TetR+Tet_21,556,45549,0
TetR+Tet_21,587,45576,0
TetR+Tet_21,618,45633,0
TetR+Tet_21,649,45669,0
TetR+Tet_21,679,45707,0
TetR+Tet_21,710,45698,0
TetR+Tet_21,741,45892,0
TetR+Tet_21,772,45850,0
TetR+Tet_21,803,46049,0
TetR+Tet_21,834,46159,0
TetR+Tet_21,865,46250,0
TetR+Tet_21,896,46523,0
TetR+Tet_21,926,46712,122
TetR+Tet_21,957,46731,141
TetR+Tet_21,988,46872,282
TetR+Tet_21,1019,47041,451
TetR+Tet_21,1050,47350,760
TetR+Tet_21,1081,47567,977
TetR+Tet_21,1112,47703,1113
TetR+Tet_21,1142,47813,1223
TetR+Tet_21,1173,47669,1079
TetR+Tet_21,1204,47884,1294
TetR+Tet_21,1235,48044,1454
TetR+Tet_21,1266,48122,1532
TetR+Tet_21,1297,48310,1720
TetR+Tet_21,1328,48372,1782
TetR+Tet_21,1359,48491,1901
TetR+Tet_21,1389,48645,2055
TetR+Tet_21,1420,48860,2270
TetR+Tet_21,1451,49056,2466
TetR+Tet_21,1482,49187,2597
TetR+Tet_21,1513,49297,2707
TetR+Tet_21,1544,49313,2723
TetR+Tet_21,1575,49464,2874
TetR+Tet_21,1606,49499,2909
TetR+Tet_21,1636,49619,3029
TetR+Tet_21,1667,49602,3012
TetR+Tet_21,1698,49761,3171
TetR+Tet_21,1729,49904,3314
TetR+Tet_21,1760,50040,3450
TetR+Tet_21,1791,50104,3514
TetR+Tet_21,1822,50285,3695
TetR+Tet_21,1852,50350,3760
TetR+Tet_21,1883,50556,3966
TetR+Tet_21,1914,50532,3942
TetR+Tet_21,1945,50663,4073
TetR+Tet_21,1976,50699,4109
TetR+Tet_21,2007,50823,4233
TetR+Tet_21,2038,50827,4237
TetR+Tet_21,2069,50855,4265
TetR+Tet_21,2099,50873,4283
TetR+Tet_21,2130,51069,4479
TetR+Tet_21,2161,51029,4439
TetR+Tet_21,2192,51188,4598
TetR+Tet_21,2223,51211,4621
TetR+Tet_21,2254,51338,4748
TetR+Tet_21,2285,51444,4854
TetR+Tet_21,2316,51651,5061
TetR+Tet_21,2346,51724,5134
TetR+Tet_21,2377,51815,5225
TetR+Tet_21,2408,51833,5243
TetR+Tet_21,2439,51881,5291
TetR+Tet_21,2470,51884,5294
TetR+Tet_21,2501,52068,5478
TetR+Tet_21,2532,52129,5539
TetR+Tet_21,2562,52230,5640
TetR+Tet_21,2593,52273,5683
TetR+Tet_21,2624,52411,5821
TetR+Tet_21,2655,52360,5770
TetR+Tet_21,2686,52394,5804
TetR+Tet_21,2717,52420,5830
TetR+Tet_21,2748,52400,5810
TetR+Tet_21,2779,52661,6071
TetR+Tet_21,2809,52664,6074
TetR+Tet_21,2840,52748,6158
TetR+Tet_21,2871,52747,6157
TetR+Tet_21,2902,52767,6177
TetR+Tet_22,0,24365,0
TetR+Tet_22,30,24017,0
TetR+Tet_22,61,23725,0
TetR+Tet_22,92,23722,0
TetR+Tet_22,123,23739,0
TetR+Tet_22,154,23639,0
TetR+Tet_22,185,23603,0
TetR+Tet_22,216,23641,0
TetR+Tet_22,247,23618,0
TetR+Tet_22,278,23689,0
TetR+Tet_22,309,23706,0
TetR+Tet_22,340,23660,0
TetR+Tet_22,371,23695,0
TetR+Tet_22,402,23692,0
TetR+Tet_22,432,23674,0
TetR+Tet_22,463,23702,0
TetR+Tet_22,494,23694,0
TetR+Tet_22,525,23683,0
TetR+Tet_22,556,23724,0
TetR+Tet_22,587,23747,0
TetR+Tet_22,618,23728,0
TetR+Tet_22,649,23743,0
TetR+Tet_22,679,23819,0
TetR+Tet_22,710,23882,0
TetR+Tet_22,741,23970,0
TetR+Tet_22,772,24058,0
TetR+Tet_22,803,24186,0
TetR+Tet_22,834,24300,0
TetR+Tet_22,865,24328,0
TetR+Tet_22,896,24430,65
TetR+Tet_22,926,24440,75
TetR+Tet_22,957,24488,123
TetR+Tet_22,988,24553,188
TetR+Tet_22,1019,24605,240
TetR+Tet_22,1050,24727,362
TetR+Tet_22,1081,24794,429
TetR+Tet_22,1112,24815,450
TetR+Tet_22,1142,24917,552
TetR+Tet_22,1173,25060,695
TetR+Tet_22,1204,25332,967
TetR+Tet_22,1235,25551,1186
TetR+Tet_22,1266,25768,1403
TetR+Tet_22,1297,26053,1688
TetR+Tet_22,1328,26215,1850
TetR+Tet_22,1359,26285,1920
TetR+Tet_22,1389,26432,2067
TetR+Tet_22,1420,26470,2105
TetR+Tet_22,1451,26632,2267
TetR+Tet_22,1482,26696,2331
TetR+Tet_22,1513,26696,2331
TetR+Tet_22,1544,26704,2339
TetR+Tet_22,1575,26739,2374
TetR+Tet_22,1606,26861,2496
TetR+Tet_22,1636,26967,2602
TetR+Tet_22,1667,27075,2710
TetR+Tet_22,1698,27159,2794
TetR+Tet_22,1729,27341,2976
TetR+Tet_22,1760,27386,3021
TetR+Tet_22,1791,27509,3144
TetR+Tet_22,1822,27574,3209
TetR+Tet_22,1852,27722,3357
TetR+Tet_22,1883,27789,3424
TetR+Tet_22,1914,27854,3489
TetR+Tet_22,1945,27887,3522
TetR+Tet_22,1976,27949,3584
TetR+Tet_22,2007,27999,3634
TetR+Tet_22,2038,28115,3750
TetR+Tet_22,2069,28085,3720
TetR+Tet_22,2099,28155,3790
TetR+Tet_22,2130,28192,3827
TetR+Tet_22,2161,28196,3831
TetR+Tet_22,2192,28224,3859
TetR+Tet_22,2223,28287,3922
TetR+Tet_22,2254,28352,3987
TetR+Tet_22,2285,28384,4019
TetR+Tet_22,2316,28441,4076
TetR+Tet_22,2346,28524,4159
TetR+Tet_22,2377,28528,4163
TetR+Tet_22,2408,28526,4161
TetR+Tet_22,2439,28578,4213
TetR+Tet_22,2470,28577,4212
TetR+Tet_22,2501,28647,4282
TetR+Tet_22,2532,28664,4299
TetR+Tet_22,2562,28647,4282
TetR+Tet_22,2593,28609,4244
TetR+Tet_22,2624,28681,4316
TetR+Tet_22,2655,28697,4332
TetR+Tet_22,2686,28728,4363
TetR+Tet_22,2717,28747,4382
TetR+Tet_22,2748,28729,4364
TetR+Tet_22,2779,28736,4371
TetR+Tet_22,2809,28753,4388
TetR+Tet_22,2840,28789,4424
TetR+Tet_22,2871,28808,4443
TetR+Tet_22,2902,28838,4473
TetR+Tet_23,0,38377,0
TetR+Tet_23,30,37683,0
TetR+Tet_23,61,37349,0
TetR+Tet_23,92,37194,0
TetR+Tet_23,123,37230,0
TetR+Tet_23,154,37125,0
TetR+Tet_23,185,37201,0
TetR+Tet_23,216,37233,0
TetR+Tet_23,247,37232,0
TetR+Tet_23,278,37349,0
TetR+Tet_23,309,37355,0
TetR+Tet_23,340,37369,0
TetR+Tet_23,371,37417,0
TetR+Tet_23,402,37392,0
TetR+Tet_23,432,37402,0
TetR+Tet_23,463,37398,0
TetR+Tet_23,494,37385,0
TetR+Tet_23,525,37381,0
TetR+Tet_23,556,37388,0
TetR+Tet_23,587,37378,0
TetR+Tet_23,618,37392,0
TetR+Tet_23,649,37464,0
TetR+Tet_23,679,37467,0
TetR+Tet_23,710,37456,0
TetR+Tet_23,741,37558,0
TetR+Tet_23,772,37529,0
TetR+Tet_23,803,37734,0
TetR+Tet_23,834,37826,0
TetR+Tet_23,865,37937,0
TetR+Tet_23,896,38185,0
TetR+Tet_23,926,38343,0
TetR+Tet_23,957,38480,103
TetR+Tet_23,988,38738,361
TetR+Tet_23,1019,38828,451
TetR+Tet_23,1050,38934,557
TetR+Tet_23,1081,39203,826
TetR+Tet_23,1112,39496,1119
TetR+Tet_23,1142,39879,1502
TetR+Tet_23,1173,40031,1654
TetR+Tet_23,1204,40322,1945
TetR+Tet_23,1235,40609,2232
TetR+Tet_23,1266,40893,2516
TetR+Tet_23,1297,41172,2795
TetR+Tet_23,1328,41222,2845
TetR+Tet_23,1359,41358,2981
TetR+Tet_23,1389,41352,2975
TetR+Tet_23,1420,41592,3215
TetR+Tet_23,1451,41846,3469
TetR+Tet_23,1482,41950,3573
TetR+Tet_23,1513,42131,3754
TetR+Tet_23,1544,42362,3985
TetR+Tet_23,1575,42545,4168
TetR+Tet_23,1606,42713,4336
TetR+Tet_23,1636,42985,4608
TetR+Tet_23,1667,43117,4740
TetR+Tet_23,1698,43230,4853
TetR+Tet_23,1729,43242,4865
TetR+Tet_23,1760,43475,5098
TetR+Tet_23,1791,43670,5293
TetR+Tet_23,1822,43834,5457
TetR+Tet_23,1852,43947,5570
TetR+Tet_23,1883,44136,5759
TetR+Tet_23,1914,44276,5899
TetR+Tet_23,1945,44323,5946
TetR+Tet_23,1976,44430,6053
TetR+Tet_23,2007,44550,6173
TetR+Tet_23,2038,44676,6299
TetR+Tet_23,2069,44686,6309
TetR+Tet_23,2099,44827,6450
TetR+Tet_23,2130,44968,6591
TetR+Tet_23,2161,45013,6636
TetR+Tet_23,2192,45150,6773
TetR+Tet_23,2223,45239,6862
TetR+Tet_23,2254,45316,6939
TetR+Tet_23,2285,45429,7052
TetR+Tet_23,2316,45614,7237
TetR+Tet_23,2346,45717,7340
TetR+Tet_23,2377,45791,7414
TetR+Tet_23,2408,45833,7456
TetR+Tet_23,2439,45886,7509
TetR+Tet_23,2470,45978,7601
TetR+Tet_23,2501,46018,7641
TetR+Tet_23,2532,46059,7682
TetR+Tet_23,2562,45990,7613
TetR+Tet_23,2593,46020,7643
TetR+Tet_23,2624,46027,7650
TetR+Tet_23,2655,46008,7631
TetR+Tet_23,2686,46015,7638
TetR+Tet_23,2717,46019,7642
TetR+Tet_23,2748,46066,7689
TetR+Tet_23,2779,46166,7789
TetR+Tet_23,2809,46151,7774
TetR+Tet_23,2840,46154,7777
TetR+Tet_23,2871,46185,7808
TetR+Tet_23,2902,46098,7721
TetR+Tet_24,0,23979,0
TetR+Tet_24,30,23692,0
TetR+Tet_24,61,23552,0
TetR+Tet_24,92,23532,0
TetR+Tet_24,123,23628,0
TetR+Tet_24,154,23528,0
TetR+Tet_24,185,23557,0
TetR+Tet_24,216,23555,0
TetR+Tet_24,247,23555,0
TetR+Tet_24,278,23625,0
TetR+Tet_24,309,23640,0
TetR+Tet_24,340,23646,0
TetR+Tet_24,371,23631,0
TetR+Tet_24,402,23611,0
TetR+Tet_24,432,23609,0
TetR+Tet_24,463,23625,0
TetR+Tet_24,494,23638,0
TetR+Tet_24,525,23614,0
TetR+Tet_24,556,23653,0
TetR+Tet_24,587,23647,0
TetR+Tet_24,618,23654,0
TetR+Tet_24,649,23672,0
TetR+Tet_24,679,23713,0
TetR+Tet_24,710,23714,0
TetR+Tet_24,741,23782,0
TetR+Tet_24,772,23804,0
TetR+Tet_24,803,23983,4
TetR+Tet_24,834,24023,44
TetR+Tet_24,865,24070,91
TetR+Tet_24,896,24294,315
TetR+Tet_24,926,24358,379
TetR+Tet_24,957,24465,486
TetR+Tet_24,988,24613,634
TetR+Tet_24,1019,24813,834
TetR+Tet_24,1050,24928,949
TetR+Tet_24,1081,25097,1118
TetR+Tet_24,1112,25191,1212
TetR+Tet_24,1142,25412,1433
TetR+Tet_24,1173,25650,1671
TetR+Tet_24,1204,25872,1893
TetR+Tet_24,1235,26064,2085
TetR+Tet_24,1266,26224,2245
TetR+Tet_24,1297,26467,2488
TetR+Tet_24,1328,26515,2536
TetR+Tet_24,1359,26689,2710
TetR+Tet_24,1389,26699,2720
TetR+Tet_24,1420,26817,2838
TetR+Tet_24,1451,26898,2919
TetR+Tet_24,1482,26989,3010
TetR+Tet_24,1513,27022,3043
TetR+Tet_24,1544,27015,3036
TetR+Tet_24,1575,27084,3105
TetR+Tet_24,1606,27110,3131
TetR+Tet_24,1636,27178,3199
TetR+Tet_24,1667,27252,3273
TetR+Tet_24,1698,27461,3482
TetR+Tet_24,1729,27593,3614
TetR+Tet_24,1760,27727,3748
TetR+Tet_24,1791,27817,3838
TetR+Tet_24,1822,27938,3959
TetR+Tet_24,1852,27996,4017
TetR+Tet_24,1883,28040,4061
TetR+Tet_24,1914,28164,4185
TetR+Tet_24,1945,28239,4260
TetR+Tet_24,1976,28323,4344
TetR+Tet_24,2007,28396,4417
TetR+Tet_24,2038,28450,4471
TetR+Tet_24,2069,28516,4537
TetR+Tet_24,2099,28627,4648
TetR+Tet_24,2130,28655,4676
TetR+Tet_24,2161,28652,4673
TetR+Tet_24,2192,28671,4692
TetR+Tet_24,2223,28718,4739
TetR+Tet_24,2254,28719,4740
TetR+Tet_24,2285,28770,4791
TetR+Tet_24,2316,28809,4830
TetR+Tet_24,2346,28811,4832
TetR+Tet_24,2377,28803,4824
TetR+Tet_24,2408,28824,4845
TetR+Tet_24,2439,28820,4841
TetR+Tet_24,2470,28880,4901
TetR+Tet_24,2501,28969,4990
TetR+Tet_24,2532,29038,5059
TetR+Tet_24,2562,29060,5081
TetR+Tet_24,2593,29062,5083
TetR+Tet_24,2624,29082,5103
TetR+Tet_24,2655,29083,5104
TetR+Tet_24,2686,29110,5131
TetR+Tet_24,2717,29185,5206
TetR+Tet_24,2748,29163,5184
TetR+Tet_24,2779,29214,5235
TetR+Tet_24,2809,29195,5216
TetR+Tet_24,2840,29255,5276
TetR+Tet_24,2871,29307,5328
TetR+Tet_24,2902,29212,5233
TetR+Tet_25,0,25795,0
TetR+Tet_25,30,25458,0
TetR+Tet_25,61,25346,0
TetR+Tet_25,92,25291,0
TetR+Tet_25,123,25314,0
TetR+Tet_25,154,25256,0
TetR+Tet_25,185,25252,0
TetR+Tet_25,216,25245,0
TetR+Tet_25,247,25222,0
TetR+Tet_25,278,25310,0
TetR+Tet_25,309,25323,0
TetR+Tet_25,340,25323,0
TetR+Tet_25,371,25320,0
TetR+Tet_25,402,25329,0
TetR+Tet_25,432,25305,0
TetR+Tet_25,463,25345,0
TetR+Tet_25,494,25323,0
TetR+Tet_25,525,25316,0
TetR+Tet_25,556,25325,0
TetR+Tet_25,587,25326,0
TetR+Tet_25,618,25342,0
TetR+Tet_25,649,25320,0
TetR+Tet_25,679,25390,0
TetR+Tet_25,710,25410,0
TetR+Tet_25,741,25466,0
TetR+Tet_25,772,25518,0
TetR+Tet_25,803,25634,0
TetR+Tet_25,834,25748,0
TetR+Tet_25,865,25824,29
TetR+Tet_25,896,25847,52
TetR+Tet_25,926,25918,123
TetR+Tet_25,957,26026,231
TetR+Tet_25,988,26247,452
TetR+Tet_25,1019,26256,461
TetR+Tet_25,1050,26386,591
TetR+Tet_25,1081,26600,805
TetR+Tet_25,1112,26753,958
TetR+Tet_25,1142,27023,1228
TetR+Tet_25,1173,27159,1364
TetR+Tet_25,1204,27253,1458
TetR+Tet_25,1235,27394,1599
TetR+Tet_25,1266,27545,1750
TetR+Tet_25,1297,27671,1876
TetR+Tet_25,1328,27665,1870
TetR+Tet_25,1359,27828,2033
TetR+Tet_25,1389,27865,2070
TetR+Tet_25,1420,27983,2188
TetR+Tet_25,1451,28038,2243
TetR+Tet_25,1482,28296,2501
TetR+Tet_25,1513,28470,2675
TetR+Tet_25,1544,28601,2806
TetR+Tet_25,1575,28853,3058
TetR+Tet_25,1606,28964,3169
TetR+Tet_25,1636,29158,3363
TetR+Tet_25,1667,29233,3438
TetR+Tet_25,1698,29488,3693
TetR+Tet_25,1729,29744,3949
TetR+Tet_25,1760,29988,4193
TetR+Tet_25,1791,30113,4318
TetR+Tet_25,1822,30283,4488
TetR+Tet_25,1852,30300,4505
TetR+Tet_25,1883,30443,4648
TetR+Tet_25,1914,30527,4732
TetR+Tet_25,1945,30614,4819
TetR+Tet_25,1976,30786,4991
TetR+Tet_25,2007,30928,5133
TetR+Tet_25,2038,31028,5233
TetR+Tet_25,2069,31147,5352
TetR+Tet_25,2099,31284,5489
TetR+Tet_25,2130,31475,5680
TetR+Tet_25,2161,31585,5790
TetR+Tet_25,2192,31748,5953
TetR+Tet_25,2223,31864,6069
TetR+Tet_25,2254,31981,6186
TetR+Tet_25,2285,32080,6285
TetR+Tet_25,2316,32145,6350
TetR+Tet_25,2346,32247,6452
TetR+Tet_25,2377,32254,6459
TetR+Tet_25,2408,32356,6561
TetR+Tet_25,2439,32378,6583
TetR+Tet_25,2470,32504,6709
TetR+Tet_25,2501,32570,6775
TetR+Tet_25,2532,32637,6842
TetR+Tet_25,2562,32631,6836
TetR+Tet_25,2593,32609,6814
TetR+Tet_25,2624,32642,6847
TetR+Tet_25,2655,32697,6902
TetR+Tet_25,2686,32704,6909
TetR+Tet_25,2717,32852,7057
TetR+Tet_25,2748,32838,7043
TetR+Tet_25,2779,32961,7166
TetR+Tet_25,2809,32913,7118
TetR+Tet_25,2840,32980,7185
TetR+Tet_25,2871,32995,7200
TetR+Tet_25,2902,32961,7166
TetR+Tet_26,0,29625,0
TetR+Tet_26,30,29213,0
TetR+Tet_26,61,29067,0
TetR+Tet_26,92,28991,0
TetR+Tet_26,123,29044,0
TetR+Tet_26,154,28927,0
TetR+Tet_26,185,28950,0
TetR+Tet_26,216,28912,0
TetR+Tet_26,247,28908,0
TetR+Tet_26,278,28976,0
TetR+Tet_26,309,28980,0
TetR+Tet_26,340,28985,0
TetR+Tet_26,371,28972,0
TetR+Tet_26,402,28955,0
TetR+Tet_26,432,28963,0
TetR+Tet_26,463,28958,0
TetR+Tet_26,494,28970,0
TetR+Tet_26,525,28976,0
TetR+Tet_26,556,28992,0
TetR+Tet_26,587,29002,0
TetR+Tet_26,618,29020,0
TetR+Tet_26,649,29056,0
TetR+Tet_26,679,29157,0
TetR+Tet_26,710,29102,0
TetR+Tet_26,741,29224,0
TetR+Tet_26,772,29255,0
TetR+Tet_26,803,29384,0
TetR+Tet_26,834,29484,0
TetR+Tet_26,865,29545,0
TetR+Tet_26,896,29683,58
TetR+Tet_26,926,29740,115
TetR+Tet_26,957,29820,195
TetR+Tet_26,988,29977,352
TetR+Tet_26,1019,30103,478
TetR+Tet_26,1050,30171,546
TetR+Tet_26,1081,30290,665
TetR+Tet_26,1112,30512,887
TetR+Tet_26,1142,30662,1037
TetR+Tet_26,1173,30934,1309
TetR+Tet_26,1204,31169,1544
TetR+Tet_26,1235,31395,1770
TetR+Tet_26,1266,31608,1983
TetR+Tet_26,1297,31787,2162
TetR+Tet_26,1328,31821,2196
TetR+Tet_26,1359,31830,2205
TetR+Tet_26,1389,31938,2313
TetR+Tet_26,1420,32070,2445
TetR+Tet_26,1451,32166,2541
TetR+Tet_26,1482,32260,2635
TetR+Tet_26,1513,32359,2734
TetR+Tet_26,1544,32450,2825
TetR+Tet_26,1575,32548,2923
TetR+Tet_26,1606,32612,2987
TetR+Tet_26,1636,32771,3146
TetR+Tet_26,1667,32821,3196
TetR+Tet_26,1698,32913,3288
TetR+Tet_26,1729,33046,3421
TetR+Tet_26,1760,33112,3487
TetR+Tet_26,1791,33208,3583
TetR+Tet_26,1822,33269,3644
TetR+Tet_26,1852,33433,3808
TetR+Tet_26,1883,33493,3868
TetR+Tet_26,1914,33658,4033
TetR+Tet_26,1945,33682,4057
TetR+Tet_26,1976,33782,4157
TetR+Tet_26,2007,33813,4188
TetR+Tet_26,2038,34001,4376
TetR+Tet_26,2069,34032,4407
TetR+Tet_26,2099,34210,4585
TetR+Tet_26,2130,34307,4682
TetR+Tet_26,2161,34336,4711
TetR+Tet_26,2192,34453,4828
TetR+Tet_26,2223,34510,4885
TetR+Tet_26,2254,34521,4896
TetR+Tet_26,2285,34621,4996
TetR+Tet_26,2316,34650,5025
TetR+Tet_26,2346,34720,5095
TetR+Tet_26,2377,34765,5140
TetR+Tet_26,2408,34774,5149
TetR+Tet_26,2439,34843,5218
TetR+Tet_26,2470,34779,5154
TetR+Tet_26,2501,34885,5260
TetR+Tet_26,2532,34911,5286
TetR+Tet_26,2562,34955,5330
TetR+Tet_26,2593,34973,5348
TetR+Tet_26,2624,35075,5450
TetR+Tet_26,2655,35002,5377
TetR+Tet_26,2686,35032,5407
TetR+Tet_26,2717,35064,5439
TetR+Tet_26,2748,35107,5482
TetR+Tet_26,2779,35163,5538
TetR+Tet_26,2809,35202,5577
TetR+Tet_26,2840,35186,5561
TetR+Tet_26,2871,35225,5600
TetR+Tet_26,2902,35237,5612
TetR+Tet_27,0,16109,0
TetR+Tet_27,30,15950,0
TetR+Tet_27,61,15826,0
TetR+Tet_27,92,15816,0
TetR+Tet_27,123,15867,0
TetR+Tet_27,154,15822,0
TetR+Tet_27,185,15794,0
TetR+Tet_27,216,15800,0
TetR+Tet_27,247,15771,0
TetR+Tet_27,278,15820,0
TetR+Tet_27,309,15830,0
TetR+Tet_27,340,15853,0
TetR+Tet_27,371,15842,0
TetR+Tet_27,402,15838,0
TetR+Tet_27,432,15852,0
TetR+Tet_27,463,15846,0
TetR+Tet_27,494,15854,0
TetR+Tet_27,525,15812,0
TetR+Tet_27,556,15832,0
TetR+Tet_27,587,15833,0
TetR+Tet_27,618,15847,0
TetR+Tet_27,649,15871,0
TetR+Tet_27,679,15882,0
TetR+Tet_27,710,15873,0
TetR+Tet_27,741,15912,0
TetR+Tet_27,772,15954,0
TetR+Tet_27,803,16014,0
TetR+Tet_27,834,16082,0
TetR+Tet_27,865,16056,0
TetR+Tet_27,896,16211,102
TetR+Tet_27,926,16255,146
TetR+Tet_27,957,16458,349
TetR+Tet_27,988,16557,448
TetR+Tet_27,1019,16591,482
TetR+Tet_27,1050,16642,533
TetR+Tet_27,1081,16705,596
TetR+Tet_27,1112,16770,661
TetR+Tet_27,1142,16886,777
TetR+Tet_27,1173,16986,877
TetR+Tet_27,1204,17063,954
TetR+Tet_27,1235,17192,1083
TetR+Tet_27,1266,17329,1220
TetR+Tet_27,1297,17434,1325
TetR+Tet_27,1328,17452,1343
TetR+Tet_27,1359,17559,1450
TetR+Tet_27,1389,17718,1609
TetR+Tet_27,1420,17858,1749
TetR+Tet_27,1451,18032,1923
TetR+Tet_27,1482,18039,1930
TetR+Tet_27,1513,18043,1934
TetR+Tet_27,1544,18107,1998
TetR+Tet_27,1575,18148,2039
TetR+Tet_27,1606,18304,2195
TetR+Tet_27,1636,18378,2269
TetR+Tet_27,1667,18518,2409
TetR+Tet_27,1698,18531,2422
TetR+Tet_27,1729,18582,2473
TetR+Tet_27,1760,18756,2647
TetR+Tet_27,1791,18774,2665
TetR+Tet_27,1822,18736,2627
TetR+Tet_27,1852,18828,2719
TetR+Tet_27,1883,18946,2837
TetR+Tet_27,1914,19076,2967
TetR+Tet_27,1945,18995,2886
TetR+Tet_27,1976,18982,2873
TetR+Tet_27,2007,19011,2902
TetR+Tet_27,2038,19144,3035
TetR+Tet_27,2069,19109,3000
TetR+Tet_27,2099,19106,2997
TetR+Tet_27,2130,19017,2908
TetR+Tet_27,2161,19084,2975
TetR+Tet_27,2192,19037,2928
TetR+Tet_27,2223,19083,2974
TetR+Tet_27,2254,19095,2986
TetR+Tet_27,2285,19122,3013
TetR+Tet_27,2316,19082,2973
TetR+Tet_27,2346,19163,3054
TetR+Tet_27,2377,19202,3093
TetR+Tet_27,2408,19197,3088
TetR+Tet_27,2439,19169,3060
TetR+Tet_27,2470,19209,3100
TetR+Tet_27,2501,19239,3130
TetR+Tet_27,2532,19283,3174
TetR+Tet_27,2562,19312,3203
TetR+Tet_27,2593,19289,3180
TetR+Tet_27,2624,19328,3219
TetR+Tet_27,2655,19324,3215
TetR+Tet_27,2686,19329,3220
TetR+Tet_27,2717,19328,3219
TetR+Tet_27,2748,19354,3245
TetR+Tet_27,2779,19346,3237
TetR+Tet_27,2809,19302,3193
TetR+Tet_27,2840,19372,3263
TetR+Tet_27,2871,19366,3257
TetR+Tet_27,2902,19324,3215
TetR+Tet_28,0,14988,0
TetR+Tet_28,30,14782,0
TetR+Tet_28,61,14588,0
TetR+Tet_28,92,14550,0
TetR+Tet_28,123,14596,0
TetR+Tet_28,154,14515,0
TetR+Tet_28,185,14497,0
TetR+Tet_28,216,14483,0
TetR+Tet_28,247,14488,0
TetR+Tet_28,278,14536,0
TetR+Tet_28,309,14543,0
TetR+Tet_28,340,14527,0
TetR+Tet_28,371,14558,0
TetR+Tet_28,402,14551,0
TetR+Tet_28,432,14517,0
TetR+Tet_28,463,14530,0
TetR+Tet_28,494,14546,0
TetR+Tet_28,525,14545,0
TetR+Tet_28,556,14537,0
TetR+Tet_28,587,14555,0
TetR+Tet_28,618,14510,0
TetR+Tet_28,649,14508,0
TetR+Tet_28,679,14542,0
TetR+Tet_28,710,14508,0
TetR+Tet_28,741,14563,0
TetR+Tet_28,772,14572,0
TetR+Tet_28,803,14643,0
TetR+Tet_28,834,14641,0
TetR+Tet_28,865,14670,0
TetR+Tet_28,896,14761,0
TetR+Tet_28,926,14838,0
TetR+Tet_28,957,14891,0
TetR+Tet_28,988,15033,45
TetR+Tet_28,1019,15164,176
TetR+Tet_28,1050,15274,286
TetR+Tet_28,1081,15303,315
TetR+Tet_28,1112,15355,367
TetR+Tet_28,1142,15444,456
TetR+Tet_28,1173,15580,592
TetR+Tet_28,1204,15703,715
TetR+Tet_28,1235,15822,834
TetR+Tet_28,1266,15889,901
TetR+Tet_28,1297,16021,1033
TetR+Tet_28,1328,16069,1081
TetR+Tet_28,1359,16150,1162
TetR+Tet_28,1389,16286,1298
TetR+Tet_28,1420,16246,1258
TetR+Tet_28,1451,16326,1338
TetR+Tet_28,1482,16395,1407
TetR+Tet_28,1513,16540,1552
TetR+Tet_28,1544,16673,1685
TetR+Tet_28,1575,16903,1915
TetR+Tet_28,1606,17097,2109
TetR+Tet_28,1636,17318,2330
TetR+Tet_28,1667,17487,2499
TetR+Tet_28,1698,17522,2534
TetR+Tet_28,1729,17544,2556
TetR+Tet_28,1760,17549,2561
TetR+Tet_28,1791,17582,2594
TetR+Tet_28,1822,17637,2649
TetR+Tet_28,1852,17680,2692
TetR+Tet_28,1883,17661,2673
TetR+Tet_28,1914,17742,2754
TetR+Tet_28,1945,17771,2783
TetR+Tet_28,1976,17895,2907
TetR+Tet_28,2007,17976,2988
TetR+Tet_28,2038,18080,3092
TetR+Tet_28,2069,18097,3109
TetR+Tet_28,2099,18142,3154
TetR+Tet_28,2130,18216,3228
TetR+Tet_28,2161,18323,3335
TetR+Tet_28,2192,18405,3417
TetR+Tet_28,2223,18464,3476
TetR+Tet_28,2254,18484,3496
TetR+Tet_28,2285,18484,3496
TetR+Tet_28,2316,18547,3559
TetR+Tet_28,2346,18569,3581
TetR+Tet_28,2377,18583,3595
TetR+Tet_28,2408,18584,3596
TetR+Tet_28,2439,18609,3621
TetR+Tet_28,2470,18622,3634
TetR+Tet_28,2501,18692,3704
TetR+Tet_28,2532,18649,3661
TetR+Tet_28,2562,18708,3720
TetR+Tet_28,2593,18718,3730
TetR+Tet_28,2624,18727,3739
TetR+Tet_28,2655,18708,3720
TetR+Tet_28,2686,18703,3715
TetR+Tet_28,2717,18728,3740
TetR+Tet_28,2748,18743,3755
TetR+Tet_28,2779,18793,3805
TetR+Tet_28,2809,18789,3801
TetR+Tet_28,2840,18818,3830
TetR+Tet_28,2871,18803,3815
TetR+Tet_28,2902,18802,3814
TetR+Tet_29,0,15066,0
TetR+Tet_29,30,14833,0
TetR+Tet_29,61,14737,0
TetR+Tet_29,92,14714,0
